scenario,pv_kwp,battery_kwh,discount_rate,annual_savings,breakeven_eur_per_kwh
east-west+net-metering,3.0,20.0,0.03,848.4907749970004,426.25574516580554
east-west+net-metering,3.0,20.0,0.04,848.4907749970004,397.10307109606595
east-west+net-metering,3.0,25.0,0.0,1058.4932151139988,537.4456621420082
east-west+net-metering,3.0,25.0,0.01,1058.4932151139988,497.4876071762469
east-west+net-metering,3.0,25.0,0.02,1058.4932151139988,461.62630430127217
east-west+net-metering,3.0,25.0,0.03,1058.4932151139988,429.3636431960658
east-west+net-metering,3.0,25.0,0.04,1058.4932151139988,400.2692477215993
east-west+net-metering,3.0,30.0,0.0,1265.5113516984418,538.0729471449191
east-west+net-metering,3.0,30.0,0.01,1265.5113516984418,498.2621328753827
east-west+net-metering,3.0,30.0,0.02,1265.5113516984418,462.5329746507763
east-west+net-metering,3.0,30.0,0.03,1265.5113516984418,430.3891976275722
east-west+net-metering,3.0,30.0,0.04,1265.5113516984418,401.40201155180097
east-west+net-metering,6.0,2.5,0.0,106.46422459583914,396.6607554450297
east-west+net-metering,6.0,2.5,0.01,106.46422459583914,356.4705749361301
east-west+net-metering,6.0,2.5,0.02,106.46422459583914,320.4009454943435
east-west+net-metering,6.0,2.5,0.03,106.46422459583914,287.95086316108825
east-west+net-metering,6.0,2.5,0.04,106.46422459583914,258.6874516432339
east-west+net-metering,6.0,5.0,0.0,212.8954996252345,476.57461509780114
east-west+net-metering,6.0,5.0,0.01,212.8954996252345,436.3906538096215
east-west+net-metering,6.0,5.0,0.02,212.8954996252345,400.32660595477836
east-west+net-metering,6.0,5.0,0.03,212.8954996252345,367.8815451024384
east-west+net-metering,6.0,5.0,0.04,212.8954996252345,338.62266194481896
east-west+net-metering,6.0,7.5,0.0,319.31423603495637,503.1907150981062
east-west+net-metering,6.0,7.5,0.01,319.31423603495637,463.01040465728545
east-west+net-metering,6.0,7.5,0.02,319.31423603495637,426.9496333418784
east-west+net-metering,6.0,7.5,0.03,319.31423603495637,394.5075202318944
east-west+net-metering,6.0,7.5,0.04,319.31423603495637,365.2512953417248
east-west+net-metering,6.0,10.0,0.0,425.73130938410725,516.4965912211717
east-west+net-metering,6.0,10.0,0.01,425.73130938410725,476.3182631551205
east-west+net-metering,6.0,10.0,0.02,425.73130938410725,440.2592709689053
east-west+net-metering,6.0,10.0,0.03,425.73130938410725,407.8187584544817
east-west+net-metering,6.0,10.0,0.04,425.73130938410725,378.56397697780113
east-west+net-metering,6.0,12.5,0.0,531.7942546877198,524.1097968441167
east-west+net-metering,6.0,12.5,0.01,531.7942546877198,483.9593948276059
east-west+net-metering,6.0,12.5,0.02,531.7942546877198,447.9254655360066
east-west+net-metering,6.0,12.5,0.03,531.7942546877198,415.50750088266125
east-west+net-metering,6.0,12.5,0.04,531.7942546877198,386.2730530165645
east-west+net-metering,6.0,15.0,0.0,637.5423038350689,528.9108553103953
east-west+net-metering,6.0,15.0,0.01,637.5423038350689,488.79888284505734
east-west+net-metering,6.0,15.0,0.02,637.5423038350689,452.7994430643999
east-west+net-metering,6.0,15.0,0.03,637.5423038350689,420.41250693801805
east-west+net-metering,6.0,15.0,0.04,637.5423038350689,391.2060405279928
east-west+net-metering,6.0,20.0,0.0,848.6770545204959,534.6760098188716
east-west+net-metering,6.0,20.0,0.01,848.6770545204959,494.6291253555426
east-west+net-metering,6.0,20.0,0.02,848.6770545204959,458.6881003439613
east-west+net-metering,6.0,20.0,0.03,848.6770545204959,426.3537171296927
east-west+net-metering,6.0,20.0,0.04,848.6770545204959,397.19464281802436
east-west+net-metering,6.0,25.0,0.0,1058.5288512136913,537.4642948970501
east-west+net-metering,6.0,25.0,0.01,1058.5288512136913,497.5048946706767
east-west+net-metering,6.0,25.0,0.02,1058.5288512136913,461.642384459702
east-west+net-metering,6.0,25.0,0.03,1058.5288512136913,429.37863717331743
east-west+net-metering,6.0,25.0,0.04,1058.5288512136913,400.2832621830988
east-west+net-metering,6.0,30.0,0.0,1266.5464320911922,538.5239504714372
east-west+net-metering,6.0,30.0,0.01,1266.5464320911922,498.680574349955
east-west+net-metering,6.0,30.0,0.02,1266.5464320911922,462.9221927200602
east-west+net-metering,6.0,30.0,0.03,1266.5464320911922,430.7521248277138
east-west+net-metering,6.0,30.0,0.04,1266.5464320911922,401.74122970507557
east-west+net-metering,9.0,2.5,0.0,113.58338440995153,433.88412221731335
east-west+net-metering,9.0,2.5,0.01,113.58338440995153,391.0064631766622
east-west+net-metering,9.0,2.5,0.02,113.58338440995153,352.52489247097503
east-west+net-metering,9.0,2.5,0.03,113.58338440995153,317.9049044911184
east-west+net-metering,9.0,2.5,0.04,113.58338440995153,286.68467692456215
east-west+net-metering,9.0,5.0,0.0,225.63576978741003,509.8816177081767
east-west+net-metering,9.0,5.0,0.01,225.63576978741003,467.2929342727508
east-west+net-metering,9.0,5.0,0.02,225.63576978741003,429.0707115686453
east-west+net-metering,9.0,5.0,0.03,225.63576978741003,394.68404630750075
east-west+net-metering,9.0,5.0,0.04,225.63576978741003,363.67422864573336
east-west+net-metering,9.0,7.5,0.0,338.8422577647717,537.2255700606773
east-west+net-metering,9.0,7.5,0.01,338.8422577647717,494.58798748209574
east-west+net-metering,9.0,7.5,0.02,338.8422577647717,456.32187908374055
east-west+net-metering,9.0,7.5,0.03,338.8422577647717,421.89573200884587
east-west+net-metering,9.0,7.5,0.04,338.8422577647717,390.8503097359293
east-west+net-metering,9.0,10.0,0.0,453.6352969216482,552.9714137297257
east-west+net-metering,9.0,10.0,0.01,453.6352969216482,510.1596510514628
east-west+net-metering,9.0,10.0,0.02,453.6352969216482,471.7372205970213
east-west+net-metering,9.0,10.0,0.03,453.6352969216482,437.1704382101201
east-west+net-metering,9.0,10.0,0.04,453.6352969216482,405.9981913280416
east-west+net-metering,9.0,12.5,0.0,568.9596139096402,562.9744896916869
east-west+net-metering,9.0,12.5,0.01,568.9596139096402,520.0181075415164
east-west+net-metering,9.0,12.5,0.02,568.9596139096402,481.46588491655643
east-west+net-metering,9.0,12.5,0.03,568.9596139096402,446.782334858772
east-west+net-metering,9.0,12.5,0.04,568.9596139096402,415.504787152802
east-west+net-metering,9.0,15.0,0.0,684.3762032999203,569.7236165227655
east-west+net-metering,9.0,15.0,0.01,684.3762032999203,526.6650159286304
east-west+net-metering,9.0,15.0,0.02,684.3762032999203,488.02105493998965
east-west+net-metering,9.0,15.0,0.03,684.3762032999203,453.2549723610615
east-west+net-metering,9.0,15.0,0.04,684.3762032999203,421.9029970125039
east-west+net-metering,9.0,20.0,0.0,916.1500474707489,578.774822554334
east-west+net-metering,9.0,20.0,0.01,916.1500474707489,535.544061328129
east-west+net-metering,9.0,20.0,0.02,916.1500474707489,496.74559070244266
east-west+net-metering,9.0,20.0,0.03,916.1500474707489,461.8405033563182
east-west+net-metering,9.0,20.0,0.04,916.1500474707489,430.3631738202539
east-west+net-metering,9.0,25.0,0.0,1147.1297361192944,583.7903125916163
east-west+net-metering,9.0,25.0,0.01,1147.1297361192944,540.4862343091896
east-west+net-metering,9.0,25.0,0.02,1147.1297361192944,501.62196355481024
east-west+net-metering,9.0,25.0,0.03,1147.1297361192944,466.6576790495612
east-west+net-metering,9.0,25.0,0.04,1147.1297361192944,435.12696564807703
east-west+net-metering,9.0,30.0,0.0,1376.9165826610852,586.6142296458523
east-west+net-metering,9.0,30.0,0.01,1376.9165826610852,543.2987980905395
east-west+net-metering,9.0,30.0,0.02,1376.9165826610852,504.4243380724951
east-west+net-metering,9.0,30.0,0.03,1376.9165826610852,469.4508867848323
east-west+net-metering,9.0,30.0,0.04,1376.9165826610852,437.91190679951256
east-west+net-metering,12.0,2.5,0.0,110.6761971553575,418.68355076238606
east-west+net-metering,12.0,2.5,0.01,110.6761971553575,376.9033531551776
east-west+net-metering,12.0,2.5,0.02,110.6761971553575,339.4067252073902
east-west+net-metering,12.0,2.5,0.03,110.6761971553575,305.67284207757024
east-west+net-metering,12.0,2.5,0.04,110.6761971553575,275.2517018787529
east-west+net-metering,12.0,5.0,0.0,218.18264713199437,490.3968522691847
east-west+net-metering,12.0,5.0,0.01,218.18264713199437,449.2149434851184
east-west+net-metering,12.0,5.0,0.02,218.18264713199437,412.25526401272083
east-west+net-metering,12.0,5.0,0.03,218.18264713199437,379.0044471773089
east-west+net-metering,12.0,5.0,0.04,218.18264713199437,349.0189350800938
east-west+net-metering,12.0,7.5,0.0,326.59660199280023,515.8829515462642
east-west+net-metering,12.0,7.5,0.01,326.59660199280023,474.786278187951
east-west+net-metering,12.0,7.5,0.02,326.59660199280023,437.9030952672807
east-west+net-metering,12.0,7.5,0.03,326.59660199280023,404.72109863989925
east-west+net-metering,12.0,7.5,0.04,326.59660199280023,374.79764845203914
east-west+net-metering,12.0,10.0,0.0,436.5294056266253,530.6113711731855
east-west+net-metering,12.0,10.0,0.01,436.5294056266253,489.41397440404006
east-west+net-metering,12.0,10.0,0.02,436.5294056266253,452.44039487258544
east-west+net-metering,12.0,10.0,0.03,436.5294056266253,419.17707283354855
east-west+net-metering,12.0,10.0,0.04,436.5294056266253,389.1802835717322
east-west+net-metering,12.0,12.5,0.0,547.9708136425947,541.0260061388467
east-west+net-metering,12.0,12.5,0.01,547.9708136425947,499.6542758745092
east-west+net-metering,12.0,12.5,0.02,547.9708136425947,462.52423661853334
east-west+net-metering,12.0,12.5,0.03,547.9708136425947,429.12015541392947
east-west+net-metering,12.0,12.5,0.04,547.9708136425947,398.99642985208754
east-west+net-metering,12.0,15.0,0.0,660.5931308428164,548.9981832750652
east-west+net-metering,12.0,15.0,0.01,660.5931308428164,507.4359319299163
east-west+net-metering,12.0,15.0,0.02,660.5931308428164,470.1349050172865
east-west+net-metering,12.0,15.0,0.03,660.5931308428164,436.57699457677774
east-west+net-metering,12.0,15.0,0.04,660.5931308428164,406.31454615477406
east-west+net-metering,12.0,20.0,0.0,887.8207315942907,560.2594263767735
east-west+net-metering,12.0,20.0,0.01,887.8207315942907,518.3654526055686
east-west+net-metering,12.0,20.0,0.02,887.8207315942907,480.7667135445023
east-west+net-metering,12.0,20.0,0.03,887.8207315942907,446.9409660377998
east-west+net-metering,12.0,20.0,0.04,887.8207315942907,416.4369827498052
east-west+net-metering,12.0,25.0,0.0,1114.9770887910695,566.9789217049288
east-west+net-metering,12.0,25.0,0.01,1114.9770887910695,524.8886039179793
east-west+net-metering,12.0,25.0,0.02,1114.9770887910695,487.1136512693808
east-west+net-metering,12.0,25.0,0.03,1114.9770887910695,453.12937301223405
east-west+net-metering,12.0,25.0,0.04,1114.9770887910695,422.48242704880346
east-west+net-metering,12.0,30.0,0.0,1341.612679867302,571.2316780000219
east-west+net-metering,12.0,30.0,0.01,1341.612679867302,529.0268466105841
east-west+net-metering,12.0,30.0,0.02,1341.612679867302,491.149121017065
east-west+net-metering,12.0,30.0,0.03,1341.612679867302,457.07238296546217
east-west+net-metering,12.0,30.0,0.04,1341.612679867302,426.34205696662065
east-west+small-connection,0.0,2.5,0.0,92.43998428810278,323.3333608776694
east-west+small-connection,0.0,2.5,0.01,92.43998428810278,288.4373226180352
east-west+small-connection,0.0,2.5,0.02,92.43998428810278,257.11904653483384
east-west+small-connection,0.0,2.5,0.03,92.43998428810278,228.94352454684963
east-west+small-connection,0.0,2.5,0.04,92.43998428810278,203.534901967801
east-west+small-connection,0.0,5.0,0.0,153.47636787689453,321.23464576780634
east-west+small-connection,0.0,5.0,0.01,153.47636787689453,292.2660276604626
east-west+small-connection,0.0,5.0,0.02,153.47636787689453,266.26745518972837
east-west+small-connection,0.0,5.0,0.03,153.47636787689453,242.87781048644638
east-west+small-connection,0.0,5.0,0.04,153.47636787689453,221.7850813161693
east-west+small-connection,0.0,7.5,0.0,197.3874132847095,290.68779054349415
east-west+small-connection,0.0,7.5,0.01,197.3874132847095,265.8499140949728
east-west+small-connection,0.0,7.5,0.02,197.3874132847095,243.55857356664004
east-west+small-connection,0.0,7.5,0.03,197.3874132847095,223.50414421270213
east-west+small-connection,0.0,7.5,0.04,197.3874132847095,205.41910476925514
east-west+small-connection,0.0,10.0,0.0,226.6280600153243,256.2378854776874
east-west+small-connection,0.0,10.0,0.01,226.6280600153243,234.84989651948484
east-west+small-connection,0.0,10.0,0.02,226.6280600153243,215.65473923332738
east-west+small-connection,0.0,10.0,0.03,226.6280600153243,198.3857945844537
east-west+small-connection,0.0,10.0,0.04,226.6280600153243,182.81269900493493
east-west+small-connection,0.0,12.5,0.0,249.2756072203872,228.67338273695063
east-west+small-connection,0.0,12.5,0.01,249.2756072203872,209.85310449102334
east-west+small-connection,0.0,12.5,0.02,249.2756072203872,192.96240000235875
east-west+small-connection,0.0,12.5,0.03,249.2756072203872,177.76665888146783
east-west+small-connection,0.0,12.5,0.04,249.2756072203872,164.06317359681893
east-west+small-connection,0.0,15.0,0.0,269.7624396359108,208.41412222193736
east-west+small-connection,0.0,15.0,0.01,269.7624396359108,191.44159587228617
east-west+small-connection,0.0,15.0,0.02,269.7624396359108,176.209200088761
east-west+small-connection,0.0,15.0,0.03,269.7624396359108,162.50535824292587
east-west+small-connection,0.0,15.0,0.04,269.7624396359108,150.1472643807326
east-west+small-connection,0.0,20.0,0.0,306.8954204301724,180.57986289269002
east-west+small-connection,0.0,20.0,0.01,306.8954204301724,166.0982584015259
east-west+small-connection,0.0,20.0,0.02,306.8954204301724,153.1013994398416
east-west+small-connection,0.0,20.0,0.03,306.8954204301724,141.40876078767496
east-west+small-connection,0.0,20.0,0.04,306.8954204301724,130.86436545782811
east-west+small-connection,0.0,25.0,0.0,321.9660070321596,152.34372427218733
east-west+small-connection,0.0,25.0,0.01,321.9660070321596,140.18952694489298
east-west+small-connection,0.0,25.0,0.02,321.9660070321596,129.2814546693584
east-west+small-connection,0.0,25.0,0.03,321.9660070321596,119.46799528770674
east-west+small-connection,0.0,25.0,0.04,321.9660070321596,110.61823961221133
east-west+small-connection,0.0,30.0,0.0,330.2909400189319,130.58042806207075
east-west+small-connection,0.0,30.0,0.01,330.2909400189319,120.19004219128668
east-west+small-connection,0.0,30.0,0.02,330.2909400189319,110.86494428501166
east-west+small-connection,0.0,30.0,0.03,330.2909400189319,102.4756095591681
east-west+small-connection,0.0,30.0,0.04,330.2909400189319,94.9101263063939
east-west+small-connection,3.0,2.5,0.0,159.08073133431776,671.7723668911219
east-west+small-connection,3.0,2.5,0.01,159.08073133431776,611.7194868547998
east-west+small-connection,3.0,2.5,0.02,159.08073133431776,557.8236072544942
east-west+small-connection,3.0,2.5,0.03,159.08073133431776,509.3361190956331
east-west+small-connection,3.0,2.5,0.04,159.08073133431776,465.61021094883864
east-west+small-connection,3.0,5.0,0.0,256.85385785667313,591.4953454845992
east-west+small-connection,3.0,5.0,0.01,256.85385785667313,543.0142573498044
east-west+small-connection,3.0,5.0,0.02,256.85385785667313,499.5037564808317
east-west+small-connection,3.0,5.0,0.03,256.85385785667313,460.3594858739474
east-west+small-connection,3.0,5.0,0.04,256.85385785667313,425.05927037459895
east-west+small-connection,3.0,7.5,0.0,312.4963039378812,491.30792772316573
east-west+small-connection,3.0,7.5,0.01,312.4963039378812,451.98553903248865
east-west+small-connection,3.0,7.5,0.02,312.4963039378812,416.6947299124712
east-west+small-connection,3.0,7.5,0.03,312.4963039378812,384.94531414982777
east-west+small-connection,3.0,7.5,0.04,312.4963039378812,356.31376217494943
east-west+small-connection,3.0,10.0,0.0,344.1414282395482,409.84601200778695
east-west+small-connection,3.0,10.0,0.01,344.1414282395482,377.3677166601156
east-west+small-connection,3.0,10.0,0.02,344.1414282395482,348.2193012198814
east-west+small-connection,3.0,10.0,0.03,344.1414282395482,321.99589677803414
east-west+small-connection,3.0,10.0,0.04,344.1414282395482,298.34768942681654
east-west+small-connection,3.0,12.5,0.0,365.82826663451476,350.5552480957504
east-west+small-connection,3.0,12.5,0.01,365.82826663451476,322.93525813740797
east-west+small-connection,3.0,12.5,0.02,365.82826663451476,298.147043942583
east-west+small-connection,3.0,12.5,0.03,365.82826663451476,275.8462994113802
east-west+small-connection,3.0,12.5,0.04,365.82826663451476,255.7355379757354
east-west+small-connection,3.0,15.0,0.0,386.7737820167529,310.38205635290217
east-west+small-connection,3.0,15.0,0.01,386.7737820167529,286.04757815240276
east-west+small-connection,3.0,15.0,0.02,386.7737820167529,264.2080243052415
east-west+small-connection,3.0,15.0,0.03,386.7737820167529,244.56004534261527
east-west+small-connection,3.0,15.0,0.04,386.7737820167529,226.8415419510771
east-west+small-connection,3.0,20.0,0.0,416.59110291174954,252.27446466039888
east-west+small-connection,3.0,20.0,0.01,416.59110291174954,232.61660343050653
east-west+small-connection,3.0,20.0,0.02,416.59110291174954,214.97419025390315
east-west+small-connection,3.0,20.0,0.03,416.59110291174954,199.10217357399648
east-west+small-connection,3.0,20.0,0.04,416.59110291174954,184.78882450596157
east-west+small-connection,3.0,25.0,0.0,432.07379474385664,209.91487976658394
east-west+small-connection,3.0,25.0,0.01,432.07379474385664,193.60412010075015
east-west+small-connection,3.0,25.0,0.02,432.07379474385664,178.96564250221365
east-west+small-connection,3.0,25.0,0.03,432.07379474385664,165.79611981353003
east-west+small-connection,3.0,25.0,0.04,432.07379474385664,153.91987376968805
east-west+small-connection,3.0,30.0,0.0,441.1689994374118,178.8920123465864
east-west+small-connection,3.0,30.0,0.01,441.1689994374118,165.0135931016635
east-west+small-connection,3.0,30.0,0.02,441.1689994374118,152.5580770262561
east-west+small-connection,3.0,30.0,0.03,441.1689994374118,141.3524581051503
east-west+small-connection,3.0,30.0,0.04,441.1689994374118,131.24725607721828
east-west+small-connection,6.0,2.5,0.0,179.10782955952004,776.4864120995874
east-west+small-connection,6.0,2.5,0.01,179.10782955952004,708.8733145742834
east-west+small-connection,6.0,2.5,0.02,179.10782955952004,648.1923387172815
east-west+small-connection,6.0,2.5,0.03,179.10782955952004,593.6006311478992
east-west+small-connection,6.0,2.5,0.04,179.10782955952004,544.3699516180659
east-west+small-connection,6.0,5.0,0.0,300.97626931998343,706.8449617076185
east-west+small-connection,6.0,5.0,0.01,300.97626931998343,650.035781728215
east-west+small-connection,6.0,5.0,0.02,300.97626931998343,599.0510375742269
east-west+small-connection,6.0,5.0,0.03,300.97626931998343,553.1825556646187
east-west+small-connection,6.0,5.0,0.04,300.97626931998343,511.8184614834289
east-west+small-connection,6.0,7.5,0.0,382.728970088704,613.7145206259349
east-west+small-connection,6.0,7.5,0.01,382.728970088704,565.5545355785526
east-west+small-connection,6.0,7.5,0.02,382.728970088704,522.332216281022
east-west+small-connection,6.0,7.5,0.03,382.728970088704,483.44720854611427
east-west+small-connection,6.0,7.5,0.04,382.728970088704,448.3807957236296
east-west+small-connection,6.0,10.0,0.0,447.1842840940101,544.5389433678483
east-west+small-connection,6.0,10.0,0.01,447.1842840940101,502.33599405152063
east-west+small-connection,6.0,10.0,0.02,447.1842840940101,464.45995756909286
east-west+small-connection,6.0,10.0,0.03,447.1842840940101,430.3847391281662
east-west+small-connection,6.0,10.0,0.04,447.1842840940101,399.6557835108264
east-west+small-connection,6.0,12.5,0.0,499.1605386658349,489.983950189651
east-west+small-connection,6.0,12.5,0.01,499.1605386658349,452.2973897923783
east-west+small-connection,6.0,12.5,0.02,499.1605386658349,418.4746935204837
east-west+small-connection,6.0,12.5,0.03,499.1605386658349,388.0460671181242
east-west+small-connection,6.0,12.5,0.04,499.1605386658349,360.6056000280685
east-west+small-connection,6.0,15.0,0.0,538.4466612846809,442.5553127908011
east-west+small-connection,6.0,15.0,0.01,538.4466612846809,408.67809786469695
east-west+small-connection,6.0,15.0,0.02,538.4466612846809,378.274188914008
east-west+small-connection,6.0,15.0,0.03,538.4466612846809,350.9212783360115
east-west+small-connection,6.0,15.0,0.04,538.4466612846809,326.2544848827732
east-west+small-connection,6.0,20.0,0.0,587.4448245241475,363.9405690541528
east-west+small-connection,6.0,20.0,0.01,587.4448245241475,336.2205607294419
east-west+small-connection,6.0,20.0,0.02,587.4448245241475,311.34258268268616
east-west+small-connection,6.0,20.0,0.03,587.4448245241475,288.961082002036
east-west+small-connection,6.0,20.0,0.04,587.4448245241475,268.7774948518182
east-west+small-connection,6.0,25.0,0.0,608.1917489909338,302.00022940472206
east-west+small-connection,6.0,25.0,0.01,608.1917489909338,279.04102759889383
east-west+small-connection,6.0,25.0,0.02,608.1917489909338,258.43574812690827
east-west+small-connection,6.0,25.0,0.03,608.1917489909338,239.89818548172494
east-west+small-connection,6.0,25.0,0.04,608.1917489909338,223.18105303648395
east-west+small-connection,6.0,30.0,0.0,618.7478739925386,256.26635322352985
east-west+small-connection,6.0,30.0,0.01,618.7478739925386,236.80160748408807
east-west+small-connection,6.0,30.0,0.02,618.7478739925386,219.33251037852042
east-west+small-connection,6.0,30.0,0.03,618.7478739925386,203.6164176951124
east-west+small-connection,6.0,30.0,0.04,618.7478739925386,189.4436805376479
east-west+small-connection,9.0,2.5,0.0,182.3607023517539,793.4944411606684
east-west+small-connection,9.0,2.5,0.01,182.3607023517539,724.6533861201647
east-west+small-connection,9.0,2.5,0.02,182.3607023517539,662.8703507057616
east-west+small-connection,9.0,2.5,0.03,182.3607023517539,607.287174027124
east-west+small-connection,9.0,2.5,0.04,182.3607023517539,557.1623898767411
east-west+small-connection,9.0,5.0,0.0,317.1293950895888,749.0742233579142
east-west+small-connection,9.0,5.0,0.01,317.1293950895888,689.2161457655902
east-west+small-connection,9.0,5.0,0.02,317.1293950895888,635.4950962327388
east-west+small-connection,9.0,5.0,0.03,317.1293950895888,587.1648941389419
east-west+small-connection,9.0,5.0,0.04,317.1293950895888,543.5808262130972
east-west+small-connection,9.0,7.5,0.0,415.81358541423714,671.3767917805066
east-west+small-connection,9.0,7.5,0.01,415.81358541423714,619.0536659627596
east-west+small-connection,9.0,7.5,0.02,415.81358541423714,572.0950373727684
east-west+small-connection,9.0,7.5,0.03,415.81358541423714,529.8486548181244
east-west+small-connection,9.0,7.5,0.04,415.81358541423714,491.750961717041
east-west+small-connection,9.0,10.0,0.0,492.91664135756315,604.3181993556066
east-west+small-connection,9.0,10.0,0.01,492.91664135756315,557.7992657250713
east-west+small-connection,9.0,10.0,0.02,492.91664135756315,516.0497468915115
east-west+small-connection,9.0,10.0,0.03,492.91664135756315,478.48974573571087
east-west+small-connection,9.0,10.0,0.04,492.91664135756315,444.61822087653115
east-west+small-connection,9.0,12.5,0.0,556.6973076869549,550.1515068139531
east-west+small-connection,9.0,12.5,0.01,556.6973076869549,508.12092730296206
east-west+small-connection,9.0,12.5,0.02,556.6973076869549,470.39958818508245
east-west+small-connection,9.0,12.5,0.03,556.6973076869549,436.4635434006089
east-west+small-connection,9.0,12.5,0.04,556.6973076869549,405.86009427472936
east-west+small-connection,9.0,15.0,0.0,611.4190309734647,506.14608642356814
east-west+small-connection,9.0,15.0,0.01,611.4190309734647,467.67770058052315
east-west+small-connection,9.0,15.0,0.02,611.4190309734647,433.15333654401314
east-west+small-connection,9.0,15.0,0.03,611.4190309734647,402.09345395508524
east-west+small-connection,9.0,15.0,0.04,611.4190309734647,374.08372145081466
east-west+small-connection,9.0,20.0,0.0,695.3425086337209,434.46004000227396
east-west+small-connection,9.0,20.0,0.01,695.3425086337209,401.6486178513249
east-west+small-connection,9.0,20.0,0.02,695.3425086337209,372.2012298710521
east-west+small-connection,9.0,20.0,0.03,695.3425086337209,345.70885445030166
east-west+small-connection,9.0,20.0,0.04,695.3425086337209,321.81808967315294
east-west+small-connection,9.0,25.0,0.0,748.5275839538718,375.3764759354568
east-west+small-connection,9.0,25.0,0.01,748.5275839538718,347.11960483232355
east-west+small-connection,9.0,25.0,0.02,748.5275839538718,321.75980656894797
east-west+small-connection,9.0,25.0,0.03,748.5275839538718,298.94483579334235
east-west+small-connection,9.0,25.0,0.04,748.5275839538718,278.37034628302905
east-west+small-connection,9.0,30.0,0.0,778.2076984463936,325.74589488849256
east-west+small-connection,9.0,30.0,0.01,778.2076984463936,301.26481686071116
east-west+small-connection,9.0,30.0,0.02,778.2076984463936,279.29369352619403
east-west+small-connection,9.0,30.0,0.03,778.2076984463936,259.5273479276107
east-west+small-connection,9.0,30.0,0.04,778.2076984463936,241.70210176906127
east-west+small-connection,12.0,2.5,0.0,184.2304372666547,803.2705706930232
east-west+small-connection,12.0,2.5,0.01,184.2304372666547,733.7236918509661
east-west+small-connection,12.0,2.5,0.02,184.2304372666547,671.3071981477259
east-west+small-connection,12.0,2.5,0.03,184.2304372666547,615.1541300134355
east-west+small-connection,12.0,2.5,0.04,184.2304372666547,564.5154190256408
east-west+small-connection,12.0,5.0,0.0,323.0792632808736,764.6290171618057
east-west+small-connection,12.0,5.0,0.01,323.0792632808736,703.6479037444444
east-west+small-connection,12.0,5.0,0.02,323.0792632808736,648.9189591102017
east-west+small-connection,12.0,5.0,0.03,323.0792632808736,599.6820030649617
east-west+small-connection,12.0,5.0,0.04,323.0792632808736,555.2802264580106
east-west+small-connection,12.0,7.5,0.0,428.83683736717364,694.0746614107144
east-west+small-connection,12.0,7.5,0.01,428.83683736717364,640.1127790097477
east-west+small-connection,12.0,7.5,0.02,428.83683736717364,591.68340950858
east-west+small-connection,12.0,7.5,0.03,428.83683736717364,548.1138732537962
east-west+small-connection,12.0,7.5,0.04,428.83683736717364,508.82296311150725
east-west+small-connection,12.0,10.0,0.0,513.0477624673592,630.6326846380468
east-west+small-connection,12.0,10.0,0.01,513.0477624673592,582.213879491233
east-west+small-connection,12.0,10.0,0.02,513.0477624673592,538.759275965058
east-west+small-connection,12.0,10.0,0.03,513.0477624673592,499.6652934649289
east-west+small-connection,12.0,10.0,0.04,513.0477624673592,464.41042766754197
east-west+small-connection,12.0,12.5,0.0,584.9165667511988,579.6610516933416
east-west+small-connection,12.0,12.5,0.01,584.9165667511988,535.4999215303831
east-west+small-connection,12.0,12.5,0.02,584.9165667511988,495.86646926570126
east-west+small-connection,12.0,12.5,0.03,584.9165667511988,460.2101897573204
east-west+small-connection,12.0,12.5,0.04,584.9165667511988,428.0554368129782
east-west+small-connection,12.0,15.0,0.0,649.2925997177754,539.1504899663885
east-west+small-connection,12.0,15.0,0.01,649.2925997177754,498.2992292341049
east-west+small-connection,12.0,15.0,0.02,649.2925997177754,461.63629768750536
east-west+small-connection,12.0,15.0,0.03,649.2925997177754,428.6524504543152
east-west+small-connection,12.0,15.0,0.04,649.2925997177754,398.90769094602547
east-west+small-connection,12.0,20.0,0.0,754.5980792329036,473.1881324897814
east-west+small-connection,12.0,20.0,0.01,754.5980792329036,437.5805925730057
east-west+small-connection,12.0,20.0,0.02,754.5980792329036,405.6237624749841
east-west+small-connection,12.0,20.0,0.03,754.5980792329036,376.873764655786
east-west+small-connection,12.0,20.0,0.04,754.5980792329036,350.9470810597196
east-west+small-connection,12.0,25.0,0.0,830.4569727629654,418.2142232076067
east-west+small-connection,12.0,25.0,0.01,830.4569727629654,386.8645226232826
east-west+small-connection,12.0,25.0,0.02,830.4569727629654,358.72899128529485
east-west+small-connection,12.0,25.0,0.03,830.4569727629654,333.4168291550713
east-west+small-connection,12.0,25.0,0.04,830.4569727629654,310.59037807811126
east-west+small-connection,12.0,30.0,0.0,882.4795472011049,371.17903320310404
east-west+small-connection,12.0,30.0,0.01,882.4795472011049,343.4177418459489
east-west+small-connection,12.0,30.0,0.02,882.4795472011049,318.5027133638966
east-west+small-connection,12.0,30.0,0.03,882.4795472011049,296.0878802178326
east-west+small-connection,12.0,30.0,0.04,882.4795472011049,275.8742339250126
efficient,0.0,2.5,0.0,107.21865671721957,400.60539277474203
efficient,0.0,2.5,0.01,107.21865671721957,360.1304145954973
efficient,0.0,2.5,0.02,107.21865671721957,323.80518673874576
efficient,0.0,2.5,0.03,107.21865671721957,291.1251550065578
efficient,0.0,2.5,0.04,107.21865671721957,261.65437563613096
