name,scenario,pv_kwp,battery_kwh,battery_kw,household_kwh,orientation,tilt,degradation,ev_weekdays_only,ev_kwh_per_day,ev_charge_kw,connection_kw,battery_efficiency,ev_efficiency,battery_hours,battery_soc_min,v2g_kw,ev_capacity_kwh,ev_departure,ev_return,tariff,net_metering,transport,annual_bill,imported_kwh,exported_kwh,solar_available_kwh,solar_curtailed_kwh,base_load_kwh,ev_charge_kwh,battery_charge_kwh,battery_discharge_kwh,peak_import_kw,peak_export_kw,solar_curtailed_share,solar_to_load_share,solar_to_export_share,solar_to_battery_share,solar_to_ev_share,ev_from_solar_share,ev_from_grid_share,ev_from_battery_share,load_from_solar_share,load_from_grid_share,load_from_battery_share,battery_from_solar_share,battery_from_grid_share,demand_kwh,demand_from_solar_share,demand_from_grid_share,demand_from_battery_share,self_consumption,self_sufficiency,capex,annual_savings,npv,irr,payback_years,lifetime_years,cycles_per_year
efficient|pv=09.0|bat=05.0,efficient,9.0,5.0,2.5,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-14.491330600721597,2924.637104621059,7094.5106469866805,10775.731147106668,271.577945935251,3500.0,2749.4736842105253,1762.0197386383493,1677.2137640430806,14.894774998606104,6.949571643005636,0.025202739584698243,0.10634826773691895,0.6511722636644149,0.1528155937731221,0.06446113524084673,0.25263593784571753,0.7316677343778107,0.015696327776471633,0.32742295459815873,0.2278902680884605,0.44468677731338085,0.9345523875102335,0.06544761248976648,6249.473684210533,0.2945201943223668,0.44952859417028346,0.2559512115073497,0.33233361515212007,0.7743238578346507,2400.0,350.8174086398698,2185.7254974167595,0.10050744280254204,7.28503054851071,15.0,335.4427528086161
efficient|pv=09.0|bat=07.5,efficient,9.0,7.5,3.75,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-133.771408817417,2446.5064030431167,6615.280750166414,10775.731147106668,237.06265774432092,3500.0,2749.473684210526,2505.5409220966662,2385.120464068143,15.97669881379932,7.041150908503367,0.021999681924875537,0.10481448598657779,0.5869562000584103,0.2211734118514653,0.06505622017867119,0.254968193410306,0.6624519000957206,0.0825799064939734,0.32270077751815485,0.14367903930791284,0.5336201831739323,0.951213848467224,0.04878615153277604,6249.473684210527,0.29290163490577464,0.37191463175826733,0.3351837333359581,0.4008004935036813,0.8584130941762058,3400.0,470.09748685656524,2744.9003916526144,0.09037193220058945,7.735860224683063,15.0,318.0160618757524
efficient|pv=09.0|bat=10.0,efficient,9.0,10.0,5.0,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-235.48711406414657,2101.967066196181,6266.271771134759,10775.731147106668,208.25080443114,3500.0,2749.473684210526,3201.8117169908355,3048.109763464413,17.22669881379932,8.291150908503367,0.019325909452284015,0.10414097835627478,0.5273448877047208,0.2843751046556911,0.06481311983102968,0.2540154350685925,0.5660640715007353,0.17992049343067218,0.32062719547539187,0.11660764392487073,0.5627651605997375,0.9570674179367469,0.042932582063253184,6249.4736842105285,0.29132116243133593,0.31434727485432323,0.39433156271434094,0.4637084442923168,0.8849970677195329,4400.0,571.8131921032948,3074.481796538018,0.07948077154411802,8.27383871350038,15.0,304.8109763464413
efficient|pv=09.0|bat=12.5,efficient,9.0,12.5,6.25,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-326.65507287942233,1823.205802160878,5987.686476856117,10775.731147106668,177.2660107845695,3500.0,2749.473684210526,3848.0030869130323,3663.4923094967007,17.250000000000004,9.541150908503367,0.016450485666781527,0.10382009026080441,0.47246574599765184,0.3424258574280434,0.06483782064671903,0.2541122424504968,0.460916665350263,0.28497109219924033,0.31963925151965034,0.11366098591865782,0.5666997625616917,0.9589100876793211,0.041089912320679,6249.473684210525,0.29081045790526105,0.26643710764265194,0.442752434452087,0.5214259319645194,0.8874368432663534,5400.0,662.9811509185706,3266.1878606912396,0.06983044277091886,8.803019235774595,15.0,293.07938475973606
efficient|pv=09.0|bat=15.0,efficient,9.0,15.0,7.5,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-405.9795551463876,1660.0052925674545,5814.130188715096,10775.731147106668,159.07612721435805,3500.0,2749.473684210526,4448.358269045892,4235.301829511751,17.250000000000007,10.791150908503367,0.014762443962521347,0.10361175757271422,0.42111653177293495,0.3961254322915812,0.06438383440024777,0.2523329805631942,0.39492514573397147,0.3527418737028343,0.31899784093793243,0.11267196771385168,0.5683301913482158,0.9595767473605538,0.040423252639446364,6249.473684210517,0.289668446412277,0.23685005445607046,0.4734814991316525,0.5746974305749133,0.8882864026023045,6400.0,742.3056331855358,3303.0813897533117,0.06048590424344405,9.370824000923783,15.0,282.35345530078337
efficient|pv=09.0|bat=20.0,efficient,9.0,20.0,10.0,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-538.206194377117,1567.6107295508264,5695.508262324622,10775.731147106668,135.29304691249672,3500.0,2749.473684210526,5505.658394123505,5242.591510913657,17.250000000000014,11.616242198840437,0.012555347295280609,0.10323672421595406,0.3306121647248044,0.4898358686833001,0.06375989508065884,0.2498876389697793,0.34446032973184487,0.4056520312983759,0.31784319561689117,0.11234495734738047,0.5698118470357283,0.9587117923579427,0.041288207642057304,6249.473684210519,0.2879459556030363,0.21446477420239501,0.4975892701945687,0.6679688556310691,0.8885678148477337,8400.0,874.5322724162652,3031.487837166913,0.04353201280470013,10.56148573890791,15.0,262.1295755456828
efficient|pv=09.0|bat=25.0,efficient,9.0,25.0,12.5,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-643.5260380969448,1600.8586917467308,5697.740810973426,10775.731147106668,125.11027205502502,3500.0,2749.473684210526,6384.482463076844,6080.217391462424,17.250000000000007,14.116242198840437,0.011610374307512088,0.10310056694207037,0.25539290586029867,0.5662249227200067,0.06367123017011285,0.24954014364959767,0.33594545978586127,0.4145143965645411,0.31742399728057835,0.11262587533734045,0.5699501273820811,0.9556745705401429,0.04432542945985713,6249.473684210523,0.2875583032121732,0.21087596032631403,0.5015657364615127,0.7447715488146462,0.8882940762777561,10400.0,979.8521161360931,2408.1808998129336,0.028694420404481433,11.81227503390611,15.0,243.20869565849694
efficient|pv=09.0|bat=30.0,efficient,9.0,30.0,15.0,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-732.8250152460956,1665.5266970505086,5740.185395164852,10775.731147106668,112.73763034613148,3500.0,2749.473684210526,7129.592596165391,6790.731461729723,17.25000000000001,16.616242198840435,0.010462179206874703,0.10296817607326775,0.19396691822994433,0.6293398931656987,0.06326283332421488,0.24793955563961054,0.3338256945007313,0.41823474985965825,0.31701639487813577,0.1141961793269847,0.5687874257948795,0.9511900431098733,0.04880995689012657,6249.473684210522,0.2866258434058387,0.21082280786561125,0.5025513487285501,0.8073119503547771,0.8867842317553611,12400.0,1069.1510932852439,1575.456486260438,0.016129002822880614,13.06385511506635,15.0,226.3577153909908
efficient|pv=12.0|bat=00.0,efficient,12.0,0.0,0.0,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,59.29013615002759,4159.137199854072,11816.302475815326,14367.641529475557,461.0025693037769,3500.0,2749.473684210526,0.0,0.0,13.069897129267877,9.830471526337186,0.03208616865600518,0.0837705225848021,0.8224246444048521,0.0,0.06171866435434056,0.32251686939706203,0.677483130602938,0.0,0.34388138263864937,0.6561186173613507,0.0,NaN,NaN,6249.473684210529,0.3344820044026672,0.6655179955973328,0.0,0.15031212720364126,0.3456899805482828,0.0,0.0,NaN,NaN,NaN,NaN,NaN
efficient|pv=12.0|bat=02.5,efficient,12.0,2.5,1.25,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-138.44354032170793,3400.0264882227775,11016.566144243552,14367.641529475557,454.60666256839374,3500.0,2749.473684210526,974.5499073591898,927.5283806833297,13.644774998606104,9.308178212685169,0.03164100813872321,0.08365552343917337,0.7656552836574689,0.060405064124598534,0.058643120640032936,0.3064453172854105,0.6935546827145894,0.0,0.3434093064956237,0.39612701145315854,0.26046368205121784,0.8905427021782465,0.10945729782175345,6249.47368421053,0.32714689453384554,0.5269811595641335,0.14587194590202107,0.20943425956168246,0.6057273941883871,1400.0,197.73367647173552,1184.6846238614598,0.09420859900361385,7.560411032897427,15.0,371.0113522733319
efficient|pv=12.0|bat=05.0,efficient,12.0,5.0,2.5,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-293.9421827666189,2691.8671779142287,10329.558830991042,14367.641529475557,394.5832485490073,3500.0,2749.473684210526,1784.0343015536032,1698.1413579143937,14.808889793147396,9.308178212685169,0.027463327766043606,0.0824846673260726,0.7128455699764119,0.11729713055188452,0.059909304379583715,0.31306188327940004,0.669285829770225,0.017652286950375084,0.3386028948054441,0.21512349268512837,0.4462736125094276,0.9446472653232937,0.0553527346767062,6249.473684210536,0.3273660542957545,0.41493350185916783,0.2577004438450778,0.2673937292302265,0.7867224922367462,2400.0,353.2323189166465,2217.292105451187,0.10178169242791452,7.231155441862634,15.0,339.6282715828787
efficient|pv=12.0|bat=07.5,efficient,12.0,7.5,3.75,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-416.4637720626265,2201.0660759428747,9832.526812279197,14367.641529475557,363.4018352665838,3500.0,2749.473684210526,2563.9675678405138,2440.6622941783885,15.97669881379932,9.308178212685169,0.025293075033996103,0.08107777226926795,0.6624119413197874,0.17155116747817867,0.059666043898768666,0.3117907020323456,0.6036568181549472,0.08455247981270726,0.33282753370665563,0.12632732873730498,0.5408451375560394,0.9613170264729376,0.038682973527062424,6249.473684210532,0.3235723199062012,0.3363297923315245,0.34009788776227423,0.3213773044430626,0.875242220640176,3400.0,475.7539082126541,2818.838557199514,0.09252178913003258,7.636807176110568,15.0,325.4216392237851
efficient|pv=12.0|bat=10.0,efficient,12.0,10.0,5.0,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-524.0683045582866,1828.5599193396642,9455.863896212759,14367.641529475557,331.7650587136948,3500.0,2749.473684210526,3311.115132723825,3152.016323045586,17.208800295176523,9.49964724380634,0.02309112863326044,0.08045533944191065,0.614527095268707,0.22283014014406954,0.05909629651205067,0.3088134317781408,0.5065503736017967,0.18463619462006262,0.3302724217810421,0.09321184006385026,0.5765157381551077,0.9669079591681545,0.033092040831845505,6249.4736842105285,0.3208314782257822,0.27506130100390674,0.4041072207703111,0.3723813146535554,0.9078367276942236,4400.0,583.3584407083142,3225.3960316876255,0.08295060704905659,8.094836787739197,15.0,315.2016323045586
efficient|pv=12.0|bat=12.5,efficient,12.0,12.5,6.25,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-617.066544696296,1577.1945389201746,9212.290882218906,14367.641529475557,291.2011624420388,3500.0,2749.473684210526,3997.0575093520856,3805.1871698278255,17.25,10.74964724380634,0.02026784715115788,0.08018306980777097,0.5713062683959147,0.26953375948869435,0.058709055156462124,0.3067898644989064,0.4156600552997582,0.2775500802013354,0.329154743923133,0.08853002353410078,0.5823152325427662,0.9688538199324472,0.031146180067552747,6249.473684210534,0.3193152517459257,0.23245180944818128,0.44823293880589293,0.41866974399712115,0.912232327722271,5400.0,676.3566808463236,3441.0267002715254,0.07318416355745624,8.613689344166257,15.0,304.41497358622604
efficient|pv=12.0|bat=15.0,efficient,12.0,15.0,7.5,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-701.5656023447111,1421.2544485813523,9055.822042733722,14367.641529475557,260.52138103815486,3500.0,2749.473684210526,4651.344204040596,4428.265333966091,17.250000000000007,11.99964724380634,0.0181325084220461,0.07994270024634771,0.5303124529357273,0.31366144323524675,0.05795089516063375,0.302828025873352,0.35403270722786107,0.343139266898787,0.32816801715366845,0.08659480305425683,0.5852371797920747,0.9688758733673422,0.031124126632657793,6249.47368421053,0.3170196160716091,0.20425486801997247,0.4787255159084186,0.4620380517627714,0.9141395846608882,6400.0,760.8557384947387,3545.5599236036705,0.06450372078663116,9.11870440906741,15.0,295.21768893107276
efficient|pv=12.0|bat=20.0,efficient,12.0,20.0,10.0,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-851.802514188928,1285.3962745678432,8902.98214907945,14367.641529475557,219.6329807955598,3500.0,2749.4736842105262,5867.827644716208,5586.878654758344,17.250000000000014,14.49964724380634,0.015286641189159511,0.0795458900087871,0.452452439438316,0.39592138637577473,0.056793642987963,0.2967806923521679,0.29279850041870076,0.41042080722913127,0.3265390950826695,0.08599526042120792,0.5874656444961226,0.9694314314808461,0.03056856851915385,6249.4736842105285,0.3134468013430586,0.17697893279335733,0.5095742658635841,0.5433224898909124,0.9146830790095315,8400.0,911.0926503389555,3509.388457564517,0.04984455717703434,10.089758644261922,15.0,279.3439327379172
efficient|pv=12.0|bat=25.0,efficient,12.0,25.0,12.5,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-981.3379547890183,1298.218361682424,8895.902354401547,14367.641529475557,189.09759106388816,3500.0,2749.473684210526,6933.772384445912,6602.386122963895,17.250000000000018,16.048746751928483,0.013161352242534029,0.07930341671318661,0.3839467528577067,0.46733867895482284,0.05624979923174917,0.2939387840326972,0.2829534542075078,0.42310776175979514,0.3255437323993385,0.08600786089087702,0.5884484067097846,0.9683840541324806,0.031615945867519465,6249.4736842105285,0.3116390456663644,0.1726546336284615,0.5157063207051742,0.614151052045618,0.9146687002027624,10400.0,1040.628090939046,3202.6167813297493,0.037544234803331675,11.03812995040757,15.0,264.0954449185558
efficient|pv=12.0|bat=30.0,efficient,12.0,30.0,15.0,3500.0,south,35,0.02,true,10.0,12.0,17.25,0.975,0.95,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,-1094.8191004571636,1348.865552767141,8919.748163734102,14367.641529475557,171.0367179053097,3500.0,2749.473684210526,7886.805395296349,7510.5568789035915,17.250000000000018,17.25,0.011904300198082186,0.07906886918729392,0.3225988429834959,0.5298860073710514,0.05654198026007554,0.2954656043477321,0.28002399074869866,0.4245104049035691,0.3245809053211524,0.08724393410055924,0.5881751605782883,0.9653100113174855,0.034689988682514515,6249.473684210528,0.31177154602477825,0.17205806715849084,0.5161703868167309,0.6769796492126162,0.9134927639313881,12400.0,1154.1092366071912,2685.990668572292,0.02693167573528763,11.975089170174293,15.0,250.35189596345305
flat-roof|pv=00.0|bat=00.0,flat-roof,0.0,0.0,0.0,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1338.814211402097,6339.13043478261,0.0,0.0,0.0,3500.0,2839.13043478261,0.0,0.0,13.069897129267877,0.0,NaN,NaN,NaN,NaN,NaN,0.0,1.0,0.0,0.0,1.0,0.0,NaN,NaN,6339.130434782601,0.0,1.0,0.0,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN
flat-roof|pv=00.0|bat=02.5,flat-roof,0.0,2.5,1.25,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1245.5651978388898,6418.60414356566,5.87797657342651,0.0,0.0,3500.0,2839.1304347826103,765.7895611243459,692.1938289147223,14.319897129267877,0.9171151468928354,NaN,NaN,NaN,NaN,NaN,0.0,1.0,0.0,0.0,0.8039097564739139,0.19609024352608606,0.0,1.0,6339.130434782604,0.0,0.8917334389310708,0.10826656106892929,NaN,0.1960902435260845,1400.0,93.2490135632072,-181.09133533699222,-0.017626326805879042,Inf,15.0,276.87753156588894
flat-roof|pv=00.0|bat=05.0,flat-roof,0.0,5.0,2.5,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1183.5974697080621,6495.047711296076,29.835329572846057,0.0,0.0,3500.0,2839.1304347826103,1315.0712506730229,1188.9893037324032,15.170410269270693,2.252660847088021,NaN,NaN,NaN,NaN,NaN,0.0,1.0,0.0,0.0,0.6688131502401239,0.3311868497598761,0.0,1.0,6339.130434782604,0.0,0.8171430630612486,0.1828569369387515,NaN,0.3311868497598735,2400.0,155.2167416940349,-371.07739672359537,-0.021240587271561313,Inf,15.0,237.79786074648064
flat-roof|pv=00.0|bat=07.5,flat-roof,0.0,7.5,3.75,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1138.4663700487583,6573.345065410171,67.73237854748919,0.0,0.0,3500.0,2839.1304347826103,1740.3948931289394,1573.912641048868,16.2964521972328,3.502660847088021,NaN,NaN,NaN,NaN,NaN,0.0,0.9900503708784677,0.009949629121532248,0.0,0.5777337235292447,0.4222662764707554,0.0,1.0,6339.1304347826035,0.0,0.7623995470676834,0.2376004529323166,NaN,0.42226627647075343,3400.0,200.3478413533387,-781.1442025970207,-0.03238114237197358,Inf,15.0,209.85501880651572
flat-roof|pv=00.0|bat=10.0,flat-roof,0.0,10.0,5.0,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1106.1524778895882,6657.244876870831,121.64499083310906,0.0,0.0,3500.0,2839.1304347826103,2058.917448770372,1862.4479975152608,17.250000000000014,4.794466056279509,NaN,NaN,NaN,NaN,NaN,0.0,0.9520138857082768,0.047986114291723135,0.0,0.5415530945286939,0.4584469054713061,0.0,1.0,6339.130434782609,0.0,0.7253877287126913,0.27461227128730864,NaN,0.45844690547130384,4400.0,232.66173351250882,-1358.7517113874474,-0.044838569860184016,Inf,15.0,186.24479975152607
flat-roof|pv=00.0|bat=12.5,flat-roof,0.0,12.5,6.25,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1080.7415125950665,6751.3706048463255,191.19287406881017,0.0,0.0,3500.0,2839.1304347826094,2321.9594461015995,2100.912150106694,17.250000000000036,6.08621967461185,NaN,NaN,NaN,NaN,NaN,0.0,0.9052581897707854,0.09474181022921464,0.0,0.5312185945229343,0.46878140547706576,0.0,1.0,6339.130434782604,0.0,0.6987411292944344,0.3012588707055657,NaN,0.4688120403731873,5400.0,258.0726988070305,-2026.5911384077795,-0.05602274850867935,Inf,15.0,168.07297200853552
flat-roof|pv=00.0|bat=15.0,flat-roof,0.0,15.0,7.5,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1057.8009118126622,6850.997587199506,268.12591043291036,0.0,0.0,3500.0,2839.13043478261,2565.6794049639616,2321.938162979975,17.250000000000036,7.319289852147554,NaN,NaN,NaN,NaN,NaN,0.0,0.8581747351951277,0.14182526480487231,0.0,0.5282423351947267,0.4717576648052733,0.0,1.0,6339.1304347826035,0.0,0.6760104128355101,0.3239895871644899,NaN,0.4718041993277456,6400.0,281.01329958943484,-2726.722045987906,-0.06508563650213098,Inf,15.0,154.79587753199834
flat-roof|pv=00.0|bat=20.0,flat-roof,0.0,20.0,10.0,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,1013.5938939527456,7051.44251556346,424.71685069301213,0.0,0.0,3500.0,2839.13043478261,3037.386975259878,2749.79174517204,17.25000000000002,9.824552792661352,NaN,NaN,NaN,NaN,NaN,0.0,0.7740277358752667,0.22597226412473326,0.0,0.5189970965754946,0.48100290342450536,0.0,1.0,6339.130434782604,0.0,0.6332186380451458,0.3667813619548543,NaN,0.48100290342450386,8400.0,325.22031744935146,-4148.868028563473,-0.07806821392080712,Inf,15.0,137.489587258602
flat-roof|pv=00.0|bat=25.0,flat-roof,0.0,25.0,12.5,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,984.4673574597331,7268.759901521651,617.2410471432887,0.0,0.0,3500.0,2839.13043478261,3313.599175341061,3001.210755745308,17.25000000000004,12.33621967461185,NaN,NaN,NaN,NaN,NaN,0.0,0.7598940017531781,0.24010599824682194,0.0,0.5136350110269678,0.48636498897303215,0.0,1.0,6339.130434782603,0.0,0.6239279609201197,0.37607203907988046,NaN,0.48636498897303077,10400.0,354.34685394236396,-5768.139199953489,-0.09072183996961178,Inf,15.0,120.04843022981231
flat-roof|pv=00.0|bat=30.0,flat-roof,0.0,30.0,15.0,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,959.6175491236563,7501.811084050225,827.7267476891567,0.0,0.0,3500.0,2839.1304347826103,3566.963093112399,3232.00919153394,17.250000000000007,14.838065418908581,NaN,NaN,NaN,NaN,NaN,0.0,0.7534716146038125,0.2465283853961875,0.0,0.5130410851918126,0.48695891480818737,0.0,1.0,6339.130434782603,0.0,0.620723619969615,0.379276380030385,NaN,0.48695891480818604,12400.0,379.1966622784407,-7443.313815333979,-0.10104448247726217,Inf,15.0,107.733639717798
flat-roof|pv=03.0|bat=00.0,flat-roof,3.0,0.0,0.0,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,948.2118737784712,5029.571672087632,1964.355471587893,3359.6306955170476,85.71646123417602,3500.0,2839.13043478261,0.0,0.0,13.069897129267877,2.1890164559434067,0.02551365581596588,0.28594032018359306,0.5846938695401998,0.0,0.10385215446024221,0.12289146058445265,0.8771085394155473,0.0,0.2744725362213647,0.7255274637786353,0.0,NaN,NaN,6339.130434782597,0.20658334390935926,0.7934166560906406,0.0,0.39999788295670735,0.2775452928873473,0.0,0.0,NaN,NaN,NaN,NaN,NaN
flat-roof|pv=03.0|bat=02.5,flat-roof,3.0,2.5,1.25,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,777.589342518472,4466.916107417515,1338.249562897909,3359.6306955170476,64.35056968913729,3500.0,2839.1304347826103,880.8716468195414,796.055411254636,13.644774998606088,2.160726340920959,0.019154060526653728,0.285123469791984,0.39617313738609106,0.22015757793462973,0.07939175436064275,0.09394671398441311,0.9060532860155869,0.0,0.27368844603585074,0.5009397592617693,0.22537179470237997,0.8396775618223467,0.16032243817765338,6339.1304347826135,0.19318683353270327,0.6823794938092613,0.12443367265803541,0.5961960731987492,0.5028175509091062,1400.0,170.62253125999916,830.3000728107099,0.06860332275548214,8.873801557672735,15.0,318.4221645018544
flat-roof|pv=03.0|bat=05.0,flat-roof,3.0,5.0,2.5,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,665.1887188735665,4073.108659724541,900.2247072758393,3359.6306955170476,44.940436880973714,3500.0,2839.1304347826103,1544.4233466888772,1395.9795703867119,14.894774998606088,2.2695541237255727,0.01337660027363733,0.28326940474488876,0.25561600467503437,0.38304308027249356,0.064694910033947,0.07655548435921163,0.9161257754106494,0.007318740230138963,0.27190873922336306,0.34701943776209637,0.3810718230145405,0.833245167491054,0.16675483250894604,6339.130434782615,0.1844151346785818,0.6019072556527038,0.21367760966871435,0.7411869341055952,0.6572257243753514,2400.0,283.0231549049047,1299.5498679459042,0.06318139040474413,9.200611823726845,15.0,279.19591407734237
flat-roof|pv=03.0|bat=07.5,flat-roof,3.0,7.5,3.75,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,592.9418786129661,3863.6416797980237,648.6060072531616,3359.6306955170476,37.84289719400744,3500.0,2839.1304347826103,2060.5054983106907,1862.8124622253986,16.1447749986061,3.9462540208819528,0.011264005071897766,0.28051551708976713,0.1440638511487395,0.5024280854225525,0.06172854126704479,0.07304528861708795,0.8678010569403815,0.05915365444253046,0.2692652976524623,0.29351674499052705,0.4372179573570106,0.8192032583554634,0.18079674164453666,6339.130434782615,0.18138349662358746,0.55072364190634,0.2678928614700725,0.8551453381919328,0.7108237103951075,3400.0,355.26999516550507,1243.927681964049,0.04408829081694303,10.518713297898579,15.0,248.37499496338648
flat-roof|pv=03.0|bat=10.0,flat-roof,3.0,10.0,5.0,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,545.4082670772614,3775.6470763626758,526.5192192964993,3359.6306955170476,35.46968180552169,3500.0,2839.13043478261,2445.471138411205,2211.3127024161126,17.250000000000014,5.205867364271317,0.010557613327218067,0.27916543113286363,0.0661287254632747,0.5815073234635373,0.06264090661310767,0.07412491869839975,0.8062351276680063,0.119639953633594,0.2679693575889194,0.28423402942127146,0.44779661298980916,0.798884854083914,0.20111514591608612,6339.130434782615,0.18115151218733552,0.5180246447539997,0.30082384305866483,0.9345139956881398,0.7203942841297724,4400.0,402.8036067012098,865.265417878253,0.0245600511371145,12.202969588741091,15.0,221.13127024161128
flat-roof|pv=03.0|bat=12.5,flat-roof,3.0,12.5,6.25,3500.0,south,15,0.02,true,10.0,12.0,17.25,0.95,0.92,2.0,0.05,0.0,60.0,7.5,17.5,dynamic,0.0,fixed,514.0326592411977,3782.5682194220694,508.8850565536575,3359.6306955170476,33.08405782173149,3500.0,2839.1304347826094,2732.749905447364,2471.650539666246,17.25000000000001,6.455867364271317,0.009847528142267985,0.2784954117551483,0.02947466527949867,0.6205359750629035,0.061646419760183487,0.07294811170269447,0.7541799749526092,0.1728719133446963,0.26732620968378695,0.28382134379345564,0.4488524465227574,0.7628841941731371,0.23711580582686292,6339.130434782612,0.18026935235755012,0.49448265116446183,0.325247996477988,0.9716943829303879,0.7212544444265914,5400.0,434.1792145372734,275.3930834596534,0.0065990531639323,14.158374393669373,15.0,197.73204317329967
