scenario,pv_kwp,battery_kwh,capex_per_kwh,annual_savings,cycles_per_year,capex,npv,irr,payback_years,lifetime_years
slow-charger,0.0,12.5,100.0,260.2425543960719,168.72637859752177,1650.0,1751.772226280868,0.11494705501321043,6.713849421033451,15.0
slow-charger,0.0,12.5,150.0,260.2425543960719,168.72637859752177,2275.0,1126.7722262808675,0.058258917917022424,9.514823362349874,15.0
slow-charger,0.0,12.5,200.0,260.2425543960719,168.72637859752177,2900.0,501.77222628086736,0.021726886503064917,12.483342061216971,15.0
slow-charger,0.0,12.5,250.0,260.2425543960719,168.72637859752177,3525.0,-123.22777371913267,-0.004630657083123478,Inf,15.0
slow-charger,0.0,12.5,300.0,260.2425543960719,168.72637859752177,4150.0,-748.2277737191328,-0.024979719298364726,Inf,15.0
slow-charger,0.0,12.5,350.0,260.2425543960719,168.72637859752177,4775.0,-1373.2277737191325,-0.04141222047449452,Inf,15.0
slow-charger,0.0,12.5,400.0,260.2425543960719,168.72637859752177,5400.0,-1998.227773719132,-0.05511243127625966,Inf,15.0
slow-charger,0.0,20.0,100.0,331.323299476551,138.72442726347094,2400.0,1930.9073748320152,0.09009648521450793,7.748689866099864,15.0
slow-charger,0.0,20.0,150.0,331.323299476551,138.72442726347094,3400.0,930.9073748320151,0.033620362792765326,11.372718911276772,15.0
slow-charger,0.0,20.0,200.0,331.323299476551,138.72442726347094,4400.0,-69.09262516798526,-0.0020687811335085918,Inf,15.0
slow-charger,0.0,20.0,250.0,331.323299476551,138.72442726347094,5400.0,-1069.0926251679844,-0.02759503543009549,Inf,15.0
slow-charger,0.0,20.0,300.0,331.323299476551,138.72442726347094,6400.0,-2069.092625167985,-0.04721583243084643,Inf,15.0
slow-charger,0.0,20.0,350.0,331.323299476551,138.72442726347094,7400.0,-3069.092625167984,-0.06302268301477601,Inf,15.0
slow-charger,0.0,20.0,400.0,331.323299476551,138.72442726347094,8400.0,-4069.092625167983,-0.0761840140906484,Inf,15.0
slow-charger,0.0,25.0,100.0,361.8635879267298,121.38219963854618,2900.0,1830.116125581937,0.07254903650535874,8.64908884318656,15.0
slow-charger,0.0,25.0,150.0,361.8635879267298,121.38219963854618,4150.0,580.1161255819372,0.0176912301912426,12.897452790194997,15.0
slow-charger,0.0,25.0,200.0,361.8635879267298,121.38219963854618,5400.0,-669.8838744180633,-0.016876117876114788,Inf,15.0
slow-charger,0.0,25.0,250.0,361.8635879267298,121.38219963854618,6650.0,-1919.8838744180625,-0.041591046145353,Inf,15.0
slow-charger,0.0,25.0,300.0,361.8635879267298,121.38219963854618,7900.0,-3169.8838744180625,-0.06059522291803864,Inf,15.0
slow-charger,0.0,25.0,350.0,361.8635879267298,121.38219963854618,9150.0,-4419.883874418065,-0.07591446340991702,Inf,15.0
slow-charger,0.0,25.0,400.0,361.8635879267298,121.38219963854618,10400.0,-5669.883874418065,-0.08867813489261384,Inf,15.0
slow-charger,3.0,2.5,100.0,172.5150832152317,321.38413189881874,650.0,1605.0386506080415,0.2373767059622059,3.8790836416097703,15.0
slow-charger,3.0,2.5,150.0,172.5150832152317,321.38413189881874,775.0,1480.0386506080415,0.19059208009281509,4.662174652657695,15.0
slow-charger,3.0,2.5,200.0,172.5150832152317,321.38413189881874,900.0,1355.0386506080415,0.15548319537615496,5.45687075968275,15.0
slow-charger,3.0,2.5,250.0,172.5150832152317,321.38413189881874,1025.0,1230.0386506080417,0.12785816536293393,6.263735981175026,15.0
slow-charger,3.0,2.5,300.0,172.5150832152317,321.38413189881874,1150.0,1105.0386506080417,0.10535211751194304,7.083352523344753,15.0
slow-charger,3.0,2.5,350.0,172.5150832152317,321.38413189881874,1275.0,980.0386506080417,0.08652422135400223,7.91799486181703,15.0
slow-charger,3.0,2.5,400.0,172.5150832152317,321.38413189881874,1400.0,855.0386506080418,0.07044289658392695,8.767997143152353,15.0
slow-charger,3.0,5.0,100.0,292.3846030803835,285.8531891700417,900.0,2921.9184577986025,0.30019467331478145,3.1463436385097183,15.0
slow-charger,3.0,5.0,150.0,292.3846030803835,285.8531891700417,1150.0,2671.9184577986025,0.22533899326648216,4.055925223669996,15.0
slow-charger,3.0,5.0,200.0,292.3846030803835,285.8531891700417,1400.0,2421.918457798602,0.1751416012516187,4.982928367228036,15.0
slow-charger,3.0,5.0,250.0,292.3846030803835,285.8531891700417,1650.0,2171.918457798602,0.13850229856478785,5.928501541618443,15.0
slow-charger,3.0,5.0,300.0,292.3846030803835,285.8531891700417,1900.0,1921.918457798602,0.1101943559092933,6.892268486405783,15.0
slow-charger,3.0,5.0,350.0,292.3846030803835,285.8531891700417,2150.0,1671.918457798602,0.08742064712750555,7.874994472862235,15.0
slow-charger,3.0,5.0,400.0,292.3846030803835,285.8531891700417,2400.0,1421.918457798602,0.06854013772310277,8.877468430241771,15.0
slow-charger,3.0,10.0,100.0,424.9423820635668,230.91293440031887,1400.0,4154.653413343894,0.2778636347775637,3.3762933561501454,15.0
slow-charger,3.0,10.0,150.0,424.9423820635668,230.91293440031887,1900.0,3654.6534133438936,0.19176606090601794,4.639226751214867,15.0
slow-charger,3.0,10.0,200.0,424.9423820635668,230.91293440031887,2400.0,3154.6534133438936,0.1383319997006151,5.933560054384625,15.0
slow-charger,3.0,10.0,250.0,424.9423820635668,230.91293440031887,2900.0,2654.6534133438936,0.10096109971988304,7.265781004703608,15.0
slow-charger,3.0,10.0,300.0,424.9423820635668,230.91293440031887,3400.0,2154.653413343894,0.0728224122581809,8.63382614753426,15.0
slow-charger,3.0,10.0,350.0,424.9423820635668,230.91293440031887,3900.0,1654.653413343894,0.050556647089264786,10.038375001554986,15.0
slow-charger,3.0,10.0,400.0,424.9423820635668,230.91293440031887,4400.0,1154.653413343894,0.03230187984786988,11.488194284962642,15.0
slow-charger,3.0,20.0,100.0,524.5140917117131,158.64936755538946,2400.0,4456.209483566204,0.1860647680935755,4.752488604123322,15.0
slow-charger,3.0,20.0,150.0,524.5140917117131,158.64936755538946,3400.0,3456.2094835662033,0.11066976801748632,6.874093472648669,15.0
slow-charger,3.0,20.0,200.0,524.5140917117131,158.64936755538946,4400.0,2456.2094835662033,0.06495022265555399,9.091280097141627,15.0
slow-charger,3.0,20.0,250.0,524.5140917117131,158.64936755538946,5400.0,1456.2094835662033,0.03314257316952414,11.41438427244423,15.0
slow-charger,3.0,20.0,300.0,524.5140917117131,158.64936755538946,6400.0,456.20948356620323,0.009175565718381278,13.84898552153974,15.0
slow-charger,3.0,20.0,350.0,524.5140917117131,158.64936755538946,7400.0,-543.7905164337968,-0.009843704379329719,Inf,15.0
slow-charger,3.0,20.0,400.0,524.5140917117131,158.64936755538946,8400.0,-1543.7905164337967,-0.025492995671126603,Inf,15.0
slow-charger,3.0,30.0,100.0,579.0752733554009,122.05078211723337,3400.0,4169.408417458023,0.13027748567531142,6.184625576459367,15.0
slow-charger,3.0,30.0,150.0,579.0752733554009,122.05078211723337,4900.0,2669.408417458023,0.06353033246409999,9.178897079708557,15.0
slow-charger,3.0,30.0,200.0,579.0752733554009,122.05078211723337,6400.0,1169.408417458022,0.022892967762883472,12.366934879446292,15.0
slow-charger,3.0,30.0,250.0,579.0752733554009,122.05078211723337,7900.0,-330.59158254197763,-0.0055540918394442525,Inf,15.0
slow-charger,3.0,30.0,300.0,579.0752733554009,122.05078211723337,9400.0,-1830.5915825419786,-0.02711387267811608,Inf,15.0
slow-charger,3.0,30.0,350.0,579.0752733554009,122.05078211723337,10900.0,-3330.5915825419784,-0.044309869789323435,Inf,15.0
slow-charger,3.0,30.0,400.0,579.0752733554009,122.05078211723337,12400.0,-4830.591582541978,-0.05852087552374603,Inf,15.0
slow-charger,6.0,5.0,100.0,329.94749765304226,308.7059632748865,900.0,3412.9235195669153,0.34337512043630336,2.7785367555297755,15.0
slow-charger,6.0,5.0,150.0,329.94749765304226,308.7059632748865,1150.0,3162.9235195669153,0.26032027781104705,3.5790561389911426,15.0
slow-charger,6.0,5.0,200.0,329.94749765304226,308.7059632748865,1400.0,2912.9235195669153,0.205071685626267,4.391933857656043,15.0
slow-charger,6.0,5.0,250.0,329.94749765304226,308.7059632748865,1650.0,2662.9235195669157,0.1650300979970507,5.217757415675449,15.0
slow-charger,6.0,5.0,300.0,329.94749765304226,308.7059632748865,1900.0,2412.9235195669157,0.1342799291515166,6.057133149799915,15.0
slow-charger,6.0,5.0,350.0,329.94749765304226,308.7059632748865,2150.0,2162.9235195669157,0.10966812205187576,6.91247301829835,15.0
slow-charger,6.0,5.0,400.0,329.94749765304226,308.7059632748865,2400.0,1912.9235195669157,0.08935291755453359,7.783482537547739,15.0
slow-charger,6.0,7.5,100.0,436.33301464703777,290.60329076114783,1150.0,4553.546578230559,0.3565288272128372,2.6826339227371445,15.0
slow-charger,6.0,7.5,150.0,436.33301464703777,290.60329076114783,1525.0,4178.546578230559,0.25948163464746354,3.5892920148807126,15.0
slow-charger,6.0,7.5,200.0,436.33301464703777,290.60329076114783,1900.0,3803.5465782305596,0.19842058536284402,4.512680577289726,15.0
slow-charger,6.0,7.5,250.0,436.33301464703777,290.60329076114783,2275.0,3428.5465782305596,0.15561222026124025,5.453521362564713,15.0
slow-charger,6.0,7.5,300.0,436.33301464703777,290.60329076114783,2650.0,3053.5465782305596,0.123433647858809,6.412558614470127,15.0
slow-charger,6.0,7.5,350.0,436.33301464703777,290.60329076114783,3025.0,2678.5465782305596,0.09805205305190831,7.390559685336045,15.0
slow-charger,6.0,7.5,400.0,436.33301464703777,290.60329076114783,3400.0,2303.5465782305596,0.07731845125373521,8.388315669292504,15.0
slow-charger,6.0,10.0,100.0,522.0043049983931,273.2167007909028,1400.0,5423.402693934609,0.34979895318420395,2.730914430055721,15.0
slow-charger,6.0,10.0,150.0,522.0043049983931,273.2167007909028,1900.0,4923.402693934609,0.24737060911175368,3.7431180091601757,15.0
slow-charger,6.0,10.0,200.0,522.0043049983931,273.2167007909028,2400.0,4423.402693934608,0.1848932269508599,4.776339929090195,15.0
slow-charger,6.0,10.0,250.0,522.0043049983931,273.2167007909028,2900.0,3923.402693934608,0.14181597354734884,5.831432998601215,15.0
slow-charger,6.0,10.0,300.0,522.0043049983931,273.2167007909028,3400.0,3423.4026939346077,0.10975122924532964,6.909276080974787,15.0
slow-charger,6.0,10.0,350.0,522.0043049983931,273.2167007909028,3900.0,2923.4026939346077,0.08461453002988768,8.010994696203717,15.0
slow-charger,6.0,10.0,400.0,522.0043049983931,273.2167007909028,4400.0,2423.4026939346077,0.0641638901861574,9.139655385397784,15.0
slow-charger,6.0,15.0,100.0,656.6466514433982,242.69567402584164,1900.0,6683.3861665869135,0.32171387768277315,2.9511549446918384,15.0
slow-charger,6.0,15.0,150.0,656.6466514433982,242.69567402584164,2650.0,5933.3861665869135,0.2183285896829033,4.167030919477744,15.0
slow-charger,6.0,15.0,200.0,656.6466514433982,242.69567402584164,3400.0,5183.3861665869135,0.15715997023892891,5.413601098862944,15.0
slow-charger,6.0,15.0,250.0,656.6466514433982,242.69567402584164,4150.0,4433.3861665869135,0.11557009640978146,6.690990456365709,15.0
slow-charger,6.0,15.0,300.0,656.6466514433982,242.69567402584164,4900.0,3683.386166586912,0.08482737159125965,8.000361451875756,15.0
slow-charger,6.0,15.0,350.0,656.6466514433982,242.69567402584164,5650.0,2933.386166586913,0.06081383847152262,9.34987953615972,15.0
slow-charger,6.0,15.0,400.0,656.6466514433982,242.69567402584164,6400.0,2183.3861665869135,0.04131316841382436,10.734488170551122,15.0
slow-charger,6.0,30.0,100.0,839.6713352609638,168.4935328928105,3400.0,7575.801533010283,0.217425762489513,4.181718511929761,15.0
slow-charger,6.0,30.0,150.0,839.6713352609638,168.4935328928105,4900.0,6075.801533010283,0.13153261451966042,6.144196830824565,15.0
slow-charger,6.0,30.0,200.0,839.6713352609638,168.4935328928105,6400.0,4575.801533010283,0.08112550479102591,8.188279223252962,15.0
slow-charger,6.0,30.0,250.0,839.6713352609638,168.4935328928105,7900.0,3075.8015330102817,0.0467038307775976,10.320759013623936,15.0
slow-charger,6.0,30.0,300.0,839.6713352609638,168.4935328928105,9400.0,1575.8015330102812,0.021076906168567805,12.54885100339532,15.0
slow-charger,6.0,30.0,350.0,839.6713352609638,168.4935328928105,10900.0,75.80153301028315,0.0009104855264822635,14.88021467880872,15.0
slow-charger,6.0,30.0,400.0,839.6713352609638,168.4935328928105,12400.0,-1424.1984669897165,-0.015579975878909719,Inf,15.0
slow-charger,9.0,2.5,100.0,197.3319097321264,343.4879867859939,650.0,1929.4329118982976,0.27792385054975044,3.3756329017509206,15.0
slow-charger,9.0,2.5,150.0,197.3319097321264,343.4879867859939,775.0,1804.4329118982976,0.22574437096220207,4.049656091604935,15.0
slow-charger,9.0,2.5,200.0,197.3319097321264,343.4879867859939,900.0,1679.4329118982978,0.18685955280124744,4.736421467137502,15.0
slow-charger,9.0,2.5,250.0,197.3319097321264,343.4879867859939,1025.0,1554.4329118982978,0.15645118943430353,5.43182330884701,15.0
slow-charger,9.0,2.5,300.0,197.3319097321264,343.4879867859939,1150.0,1429.4329118982976,0.13181022658781094,6.135310514580006,15.0
slow-charger,9.0,2.5,350.0,197.3319097321264,343.4879867859939,1275.0,1304.4329118982976,0.11129263036928472,6.850393162989593,15.0
slow-charger,9.0,2.5,400.0,197.3319097321264,343.4879867859939,1400.0,1179.4329118982976,0.09383979755021293,7.577016134080795,15.0
slow-charger,9.0,7.5,100.0,460.7222391124589,305.0132494904619,1150.0,4872.351420119444,0.3782217551456688,2.5373604130452243,15.0
slow-charger,9.0,7.5,150.0,460.7222391124589,305.0132494904619,1525.0,4497.351420119445,0.27637316005723733,3.392715171686234,15.0
slow-charger,9.0,7.5,200.0,460.7222391124589,305.0132494904619,1900.0,4122.351420119445,0.21253963907236761,4.262766892398786,15.0
slow-charger,9.0,7.5,250.0,460.7222391124589,305.0132494904619,2275.0,3747.351420119445,0.16794312459845967,5.148175694934805,15.0
slow-charger,9.0,7.5,300.0,460.7222391124589,305.0132494904619,2650.0,3372.351420119445,0.13451982543160165,6.049622521525856,15.0
slow-charger,9.0,7.5,350.0,460.7222391124589,305.0132494904619,3025.0,2997.3514201194453,0.10822240007488515,6.968453517608032,15.0
slow-charger,9.0,7.5,400.0,460.7222391124589,305.0132494904619,3400.0,2622.3514201194453,0.08678619155405834,7.905392360908377,15.0
slow-charger,9.0,12.5,100.0,646.697107751113,280.64501906187746,1650.0,6803.330259799768,0.36934393983328384,2.5949878033266205,15.0
slow-charger,9.0,12.5,150.0,646.697107751113,280.64501906187746,2275.0,6178.330259799768,0.25751039560935846,3.6135577408134973,15.0
slow-charger,9.0,12.5,200.0,646.697107751113,280.64501906187746,2900.0,5553.330259799768,0.1910366315066266,4.653462482994413,15.0
slow-charger,9.0,12.5,250.0,646.697107751113,280.64501906187746,3525.0,4928.330259799768,0.14588931861732016,5.715565103972878,15.0
slow-charger,9.0,12.5,300.0,646.697107751113,280.64501906187746,4150.0,4303.330259799768,0.1126080070021657,6.800755019567292,15.0
slow-charger,9.0,12.5,350.0,646.697107751113,280.64501906187746,4775.0,3678.3302597997686,0.0866914063428066,7.90994870301855,15.0
slow-charger,9.0,12.5,400.0,646.697107751113,280.64501906187746,5400.0,3053.330259799769,0.0657082169418657,9.044990223407195,15.0
slow-charger,9.0,15.0,100.0,723.2657081347947,269.7247727816772,1900.0,7554.200155174337,0.35780614350180706,2.673650259423354,15.0
slow-charger,9.0,15.0,150.0,723.2657081347947,269.7247727816772,2650.0,6804.200155174337,0.24543824171736772,3.76874539455678,15.0
slow-charger,9.0,15.0,200.0,723.2657081347947,269.7247727816772,3400.0,6054.200155174337,0.17952419432696604,4.8882660494668215,15.0
slow-charger,9.0,15.0,250.0,723.2657081347947,269.7247727816772,4150.0,5304.200155174337,0.1350252481986512,6.033846507830697,15.0
slow-charger,9.0,15.0,300.0,723.2657081347947,269.7247727816772,4900.0,4554.200155174338,0.10231907416992779,7.2086145258081045,15.0
slow-charger,9.0,15.0,350.0,723.2657081347947,269.7247727816772,5650.0,3804.2001551743383,0.07688897934107208,8.411326491829643,15.0
slow-charger,9.0,15.0,400.0,723.2657081347947,269.7247727816772,6400.0,3054.200155174338,0.056315479712159736,9.643050185524775,15.0
slow-charger,9.0,25.0,100.0,944.4351892376563,229.12241080585278,2900.0,9445.226950782911,0.3010233412347338,3.1383546887561593,15.0
slow-charger,9.0,25.0,150.0,944.4351892376563,229.12241080585278,4150.0,8195.226950782911,0.1961228173555821,4.555709455767722,15.0
slow-charger,9.0,25.0,200.0,944.4351892376563,229.12241080585278,5400.0,6945.226950782911,0.13575803477764337,6.01108790188248,15.0
slow-charger,9.0,25.0,250.0,944.4351892376563,229.12241080585278,6650.0,5695.226950782912,0.09521209773356469,7.515503941988611,15.0
slow-charger,9.0,25.0,300.0,944.4351892376563,229.12241080585278,7900.0,4445.226950782911,0.06541953972497759,9.06258003087064,15.0
slow-charger,9.0,25.0,350.0,944.4351892376563,229.12241080585278,9150.0,3195.2269507829114,0.04222011574475341,10.66330757306449,15.0
slow-charger,9.0,25.0,400.0,944.4351892376563,229.12241080585278,10400.0,1945.2269507829114,0.023411103632733105,12.315666529609008,15.0
slow-charger,12.0,2.5,100.0,199.29795093113387,346.0379754818781,650.0,1955.132107642929,0.28110125298379895,3.341108386341992,15.0
slow-charger,12.0,2.5,150.0,199.29795093113387,346.0379754818781,775.0,1830.132107642929,0.2284885132359158,4.0076521678342605,15.0
slow-charger,12.0,2.5,200.0,199.29795093113387,346.0379754818781,900.0,1705.132107642929,0.18930052988529494,4.687642716952203,15.0
slow-charger,12.0,2.5,250.0,199.29795093113387,346.0379754818781,1025.0,1580.132107642929,0.15866890963572128,5.375135985785863,15.0
slow-charger,12.0,2.5,300.0,199.29795093113387,346.0379754818781,1150.0,1455.1321076429288,0.1338569242994322,6.070412135764357,15.0
slow-charger,12.0,2.5,350.0,199.29795093113387,346.0379754818781,1275.0,1330.132107642929,0.11320416784581758,6.778440612563546,15.0
slow-charger,12.0,2.5,400.0,199.29795093113387,346.0379754818781,1400.0,1205.132107642929,0.09564179186340191,7.496397029961977,15.0
slow-charger,12.0,5.0,100.0,350.54459822648175,324.30646711487884,900.0,3682.159443857773,0.3668448665453069,2.611655203734828,15.0
slow-charger,12.0,5.0,150.0,350.54459822648175,324.30646711487884,1150.0,3432.159443857773,0.27922052220303606,3.3614668140884327,15.0
slow-charger,12.0,5.0,200.0,350.54459822648175,324.30646711487884,1400.0,3182.159443857773,0.2211536883507278,4.121636559640254,15.0
slow-charger,12.0,5.0,250.0,350.54459822648175,324.30646711487884,1650.0,2932.159443857773,0.179215371061357,4.8948375947004745,15.0
slow-charger,12.0,5.0,300.0,350.54459822648175,324.30646711487884,1900.0,2682.159443857773,0.14710604829299423,5.6816720711843836,15.0
slow-charger,12.0,5.0,350.0,350.54459822648175,324.30646711487884,2150.0,2432.159443857773,0.1214734635730314,6.480257876739813,15.0
slow-charger,12.0,5.0,400.0,350.54459822648175,324.30646711487884,2400.0,2182.159443857773,0.10036328639927428,7.291163439426958,15.0
slow-charger,12.0,10.0,100.0,576.7819582363134,303.1184099274645,1400.0,6139.431245983027,0.3898045395234384,2.4657021953880145,15.0
slow-charger,12.0,10.0,150.0,576.7819582363134,303.1184099274645,1900.0,5639.431245983027,0.2779048214010685,3.3758415908885704,15.0
slow-charger,12.0,10.0,200.0,576.7819582363134,303.1184099274645,2400.0,5139.431245983028,0.2101758567811043,4.302943901242798,15.0
slow-charger,12.0,10.0,250.0,576.7819582363134,303.1184099274645,2900.0,4639.431245983028,0.16379435803016573,5.247738916646516,15.0
slow-charger,12.0,10.0,300.0,576.7819582363134,303.1184099274645,3400.0,4139.431245983027,0.12946620844056034,6.210979149713008,15.0
slow-charger,12.0,10.0,350.0,576.7819582363134,303.1184099274645,3900.0,3639.431245983027,0.10268225441522243,7.193440458966036,15.0
slow-charger,12.0,10.0,400.0,576.7819582363134,303.1184099274645,4400.0,3139.4312459830276,0.08097755651177573,8.195922688317806,15.0
slow-charger,12.0,12.5,100.0,667.7075820252734,292.2719131450045,1650.0,7077.969616966739,0.38234726168991984,2.5113927801875913,15.0
slow-charger,12.0,12.5,150.0,667.7075820252734,292.2719131450045,2275.0,6452.969616966739,0.26729130301931026,3.495945695271573,15.0
slow-charger,12.0,12.5,200.0,667.7075820252734,292.2719131450045,2900.0,5827.969616966739,0.19907888037684296,4.500479781908259,15.0
slow-charger,12.0,12.5,250.0,667.7075820252734,292.2719131450045,3525.0,5202.969616966739,0.15285543349528552,5.525817031724921,15.0
slow-charger,12.0,12.5,300.0,667.7075820252734,292.2719131450045,4150.0,4577.969616966738,0.1188447463669035,6.572804665006859,15.0
slow-charger,12.0,12.5,350.0,667.7075820252734,292.2719131450045,4775.0,3952.969616966738,0.09240113588636853,7.6423158180846755,15.0
slow-charger,12.0,12.5,400.0,667.7075820252734,292.2719131450045,5400.0,3327.969616966738,0.07101877450008026,8.73525024827062,15.0
slow-charger,12.0,20.0,100.0,891.6632779440711,266.6345258510831,2400.0,9255.416544552956,0.34842924364792893,2.7409402481237155,15.0
slow-charger,12.0,20.0,150.0,891.6632779440711,266.6345258510831,3400.0,8255.416544552954,0.23398464280867526,3.927226967068204,15.0
slow-charger,12.0,20.0,200.0,891.6632779440711,266.6345258510831,4400.0,7255.416544552955,0.16809778505355266,5.144523760646036,15.0
slow-charger,12.0,20.0,250.0,891.6632779440711,266.6345258510831,5400.0,6255.416544552955,0.12400328451676382,6.393091178400051,15.0
slow-charger,12.0,20.0,300.0,891.6632779440711,266.6345258510831,6400.0,5255.416544552955,0.09174083315141777,7.672568668282034,15.0
slow-charger,12.0,20.0,350.0,891.6632779440711,266.6345258510831,7400.0,4255.416544552955,0.06671883141759416,8.984114339267737,15.0
slow-charger,12.0,20.0,400.0,891.6632779440711,266.6345258510831,8400.0,3255.4165445529543,0.046504911485486036,10.335633363524906,15.0
slow-charger,12.0,25.0,100.0,1013.1248653086988,250.83237745101636,2900.0,10343.107133495369,0.3255905680657451,2.9188160963618164,15.0
slow-charger,12.0,25.0,150.0,1013.1248653086988,250.83237745101636,4150.0,9093.107133495369,0.21433294104843179,4.232711236897078,15.0
slow-charger,12.0,25.0,200.0,1013.1248653086988,250.83237745101636,5400.0,7843.1071334953685,0.1507529456061888,5.582002022403603,15.0
slow-charger,12.0,25.0,250.0,1013.1248653086988,250.83237745101636,6650.0,6593.1071334953685,0.10827826692229277,6.9662773084277205,15.0
slow-charger,12.0,25.0,300.0,1013.1248653086988,250.83237745101636,7900.0,5343.1071334953685,0.0771988648409194,8.394713833218653,15.0
slow-charger,12.0,25.0,350.0,1013.1248653086988,250.83237745101636,9150.0,4093.107133495368,0.05307692635221281,9.86219286013764,15.0
slow-charger,12.0,25.0,400.0,1013.1248653086988,250.83237745101636,10400.0,2843.1071334953685,0.03357171410970545,11.376951963734417,15.0
small-connection,0.0,2.5,100.0,92.43998428810278,274.6100970204259,650.0,558.3334021941735,0.09546204429547281,7.504380873312084,15.0
small-connection,0.0,2.5,150.0,92.43998428810278,274.6100970204259,775.0,433.33340219417346,0.06504612757741135,9.085404800310592,15.0
small-connection,0.0,2.5,200.0,92.43998428810278,274.6100970204259,900.0,308.33340219417346,0.04147541377784359,10.721706800657572,15.0
small-connection,0.0,2.5,250.0,92.43998428810278,274.6100970204259,1025.0,183.33340219417346,0.022429509403812012,12.413029997044438,15.0
small-connection,0.0,2.5,300.0,92.43998428810278,274.6100970204259,1150.0,58.33340219417346,0.006564064743044983,14.162678227818907,15.0
small-connection,0.0,2.5,350.0,92.43998428810278,274.6100970204259,1275.0,-66.66659780582668,-0.006960728503124812,Inf,15.0
small-connection,0.0,2.5,400.0,92.43998428810278,274.6100970204259,1400.0,-191.66659780582657,-0.018700467837181857,Inf,15.0
small-connection,0.0,7.5,100.0,197.3874132847095,208.2828785343688,1150.0,1430.158429076206,0.131868096916894,6.13346062675892,15.0
small-connection,0.0,7.5,150.0,197.3874132847095,208.2828785343688,1525.0,1055.1584290762062,0.07878552673357941,8.310397071739065,15.0
small-connection,0.0,7.5,200.0,197.3874132847095,208.2828785343688,1900.0,680.1584290762064,0.043205468979021985,10.586705062149449,15.0
small-connection,0.0,7.5,250.0,197.3874132847095,208.2828785343688,2275.0,305.1584290762063,0.016999031154026567,12.970278518327865,15.0
small-connection,0.0,7.5,300.0,197.3874132847095,208.2828785343688,2650.0,-69.8415709237942,-0.0034825872517132545,Inf,15.0
small-connection,0.0,7.5,350.0,197.3874132847095,208.2828785343688,3025.0,-444.84157092379485,-0.020152485147821773,Inf,15.0
small-connection,0.0,7.5,400.0,197.3874132847095,208.2828785343688,3400.0,-819.8415709237947,-0.034124744130446125,Inf,15.0
small-connection,0.0,12.5,100.0,249.2756072203872,166.43437999730241,1650.0,1608.4172842118824,0.10668543809870693,7.029323185223924,15.0
small-connection,0.0,12.5,150.0,249.2756072203872,166.43437999730241,2275.0,983.4172842118824,0.05143307128866349,9.976113718721713,15.0
small-connection,0.0,12.5,200.0,249.2756072203872,166.43437999730241,2900.0,358.4172842118825,0.01570284675015723,13.110307534396172,15.0
small-connection,0.0,12.5,250.0,249.2756072203872,166.43437999730241,3525.0,-266.582715788117,-0.010136964890014099,Inf,15.0
small-connection,0.0,12.5,300.0,249.2756072203872,166.43437999730241,4150.0,-891.582715788117,-0.030120515852011684,Inf,15.0
small-connection,0.0,12.5,350.0,249.2756072203872,166.43437999730241,4775.0,-1516.582715788117,-0.046278986161238204,Inf,15.0
small-connection,0.0,12.5,400.0,249.2756072203872,166.43437999730241,5400.0,-2141.582715788117,-0.059764707226421805,Inf,15.0
small-connection,0.0,20.0,100.0,306.8954204301724,135.08124960704623,2400.0,1611.5972578538003,0.07670384071789152,8.42127439251477,15.0
small-connection,0.0,20.0,150.0,306.8954204301724,135.08124960704623,3400.0,611.5972578538001,0.02255207239466353,12.400818156827503,15.0
small-connection,0.0,20.0,200.0,306.8954204301724,135.08124960704623,4400.0,-388.4027421462001,-0.011877112237900804,Inf,15.0
small-connection,0.0,20.0,250.0,306.8954204301724,135.08124960704623,5400.0,-1388.4027421461994,-0.03660008622622746,Inf,15.0
small-connection,0.0,20.0,300.0,306.8954204301724,135.08124960704623,6400.0,-2388.4027421461988,-0.05565703999508066,Inf,15.0
small-connection,0.0,20.0,350.0,306.8954204301724,135.08124960704623,7400.0,-3388.4027421461997,-0.0710422090958455,Inf,15.0
small-connection,0.0,20.0,400.0,306.8954204301724,135.08124960704623,8400.0,-4388.4027421462,-0.08387372983547896,Inf,15.0
small-connection,0.0,25.0,100.0,321.9660070321596,114.49059090773648,2900.0,1308.5931068046837,0.053501804495643845,9.833045902216375,15.0
small-connection,0.0,25.0,150.0,321.9660070321596,114.49059090773648,4150.0,58.59310680468374,0.0018449088496924467,14.758525405687816,15.0
small-connection,0.0,25.0,200.0,321.9660070321596,114.49059090773648,5400.0,-1191.4068931953177,-0.03099560077833223,Inf,15.0
small-connection,0.0,25.0,250.0,321.9660070321596,114.49059090773648,6650.0,-2441.4068931953175,-0.054609612641571416,Inf,15.0
small-connection,0.0,25.0,300.0,321.9660070321596,114.49059090773648,7900.0,-3691.406893195318,-0.07283990372164573,Inf,15.0
small-connection,0.0,25.0,350.0,321.9660070321596,114.49059090773648,9150.0,-4941.406893195317,-0.08757926215114598,Inf,15.0
small-connection,0.0,25.0,400.0,321.9660070321596,114.49059090773648,10400.0,-6191.406893195317,-0.099888463869133,Inf,15.0
small-connection,3.0,2.5,100.0,172.4036451570919,319.7699280462404,650.0,1603.5819830310945,0.23719250792364607,3.881671229734329,15.0
small-connection,3.0,2.5,150.0,172.4036451570919,319.7699280462404,775.0,1478.5819830310945,0.19043178481657824,4.665322817173447,15.0
