scenario,pv_kwp,battery_kwh,capex_per_kwh,discount_rate,annual_savings,cycles_per_year,capex,npv,irr,payback_years,lifetime_years
efficient,3.0,7.5,300.0,0.03,394.38743827176495,276.46247067852056,2650.0,1498.4872985359634,0.10385834523800777,7.144630707482501,15.0
efficient,3.0,7.5,300.0,0.04,394.38743827176495,276.46247067852056,2650.0,1227.477906709,0.10385834523800777,7.144630707482501,15.0
efficient,3.0,7.5,350.0,0.0,394.38743827176495,276.46247067852056,3025.0,2130.2530946383936,0.08003604870510908,8.244808148482727,15.0
efficient,3.0,7.5,350.0,0.01,394.38743827176495,276.46247067852056,3025.0,1758.050545031786,0.08003604870510908,8.244808148482727,15.0
efficient,3.0,7.5,350.0,0.02,394.38743827176495,276.46247067852056,3025.0,1424.0085509027551,0.08003604870510908,8.244808148482727,15.0
efficient,3.0,7.5,350.0,0.03,394.38743827176495,276.46247067852056,3025.0,1123.4872985359634,0.08003604870510908,8.244808148482727,15.0
efficient,3.0,7.5,350.0,0.04,394.38743827176495,276.46247067852056,3025.0,852.4779067090002,0.08003604870510908,8.244808148482727,15.0
efficient,3.0,7.5,400.0,0.0,394.38743827176495,276.46247067852056,3400.0,1755.2530946383933,0.060501305357369084,9.369838883323244,15.0
efficient,3.0,7.5,400.0,0.01,394.38743827176495,276.46247067852056,3400.0,1383.050545031786,0.060501305357369084,9.369838883323244,15.0
efficient,3.0,7.5,400.0,0.02,394.38743827176495,276.46247067852056,3400.0,1049.008550902755,0.060501305357369084,9.369838883323244,15.0
efficient,3.0,7.5,400.0,0.03,394.38743827176495,276.46247067852056,3400.0,748.4872985359636,0.060501305357369084,9.369838883323244,15.0
efficient,3.0,7.5,400.0,0.04,394.38743827176495,276.46247067852056,3400.0,477.4779067090002,0.060501305357369084,9.369838883323244,15.0
efficient,3.0,10.0,100.0,0.0,452.09506036958203,247.82918173679508,1400.0,4509.580866100006,0.298165770798796,3.16605949194918,15.0
efficient,3.0,10.0,100.0,0.01,452.09506036958203,247.82918173679508,1400.0,4082.9168352386587,0.298165770798796,3.16605949194918,15.0
efficient,3.0,10.0,100.0,0.02,452.09506036958203,247.82918173679508,1400.0,3699.9970947836514,0.298165770798796,3.16605949194918,15.0
efficient,3.0,10.0,100.0,0.03,452.09506036958203,247.82918173679508,1400.0,3355.502923451841,0.298165770798796,3.16605949194918,15.0
efficient,3.0,10.0,100.0,0.04,452.09506036958203,247.82918173679508,1400.0,3044.8388518586,0.298165770798796,3.16605949194918,15.0
efficient,3.0,10.0,150.0,0.0,452.09506036958203,247.82918173679508,1900.0,4009.580866100005,0.2075643999246039,4.348086560266008,15.0
efficient,3.0,10.0,150.0,0.01,452.09506036958203,247.82918173679508,1900.0,3582.9168352386587,0.2075643999246039,4.348086560266008,15.0
efficient,3.0,10.0,150.0,0.02,452.09506036958203,247.82918173679508,1900.0,3199.997094783652,0.2075643999246039,4.348086560266008,15.0
efficient,3.0,10.0,150.0,0.03,452.09506036958203,247.82918173679508,1900.0,2855.502923451841,0.2075643999246039,4.348086560266008,15.0
efficient,3.0,10.0,150.0,0.04,452.09506036958203,247.82918173679508,1900.0,2544.8388518585994,0.2075643999246039,4.348086560266008,15.0
efficient,3.0,10.0,200.0,0.0,452.09506036958203,247.82918173679508,2400.0,3509.580866100005,0.15163575048825345,5.558298798596622,15.0
efficient,3.0,10.0,200.0,0.01,452.09506036958203,247.82918173679508,2400.0,3082.9168352386587,0.15163575048825345,5.558298798596622,15.0
efficient,3.0,10.0,200.0,0.02,452.09506036958203,247.82918173679508,2400.0,2699.997094783652,0.15163575048825345,5.558298798596622,15.0
efficient,3.0,10.0,200.0,0.03,452.09506036958203,247.82918173679508,2400.0,2355.502923451841,0.15163575048825345,5.558298798596622,15.0
efficient,3.0,10.0,200.0,0.04,452.09506036958203,247.82918173679508,2400.0,2044.8388518585996,0.15163575048825345,5.558298798596622,15.0
efficient,3.0,10.0,250.0,0.0,452.09506036958203,247.82918173679508,2900.0,3009.580866100005,0.11268755914626008,6.797770809020587,15.0
efficient,3.0,10.0,250.0,0.01,452.09506036958203,247.82918173679508,2900.0,2582.9168352386587,0.11268755914626008,6.797770809020587,15.0
efficient,3.0,10.0,250.0,0.02,452.09506036958203,247.82918173679508,2900.0,2199.9970947836514,0.11268755914626008,6.797770809020587,15.0
efficient,3.0,10.0,250.0,0.03,452.09506036958203,247.82918173679508,2900.0,1855.5029234518406,0.11268755914626008,6.797770809020587,15.0
efficient,3.0,10.0,250.0,0.04,452.09506036958203,247.82918173679508,2900.0,1544.8388518585998,0.11268755914626008,6.797770809020587,15.0
efficient,3.0,10.0,300.0,0.0,452.09506036958203,247.82918173679508,3400.0,2509.580866100005,0.08346088914952013,8.068989097956344,15.0
efficient,3.0,10.0,300.0,0.01,452.09506036958203,247.82918173679508,3400.0,2082.9168352386587,0.08346088914952013,8.068989097956344,15.0
efficient,3.0,10.0,300.0,0.02,452.09506036958203,247.82918173679508,3400.0,1699.9970947836516,0.08346088914952013,8.068989097956344,15.0
efficient,3.0,10.0,300.0,0.03,452.09506036958203,247.82918173679508,3400.0,1355.502923451841,0.08346088914952013,8.068989097956344,15.0
efficient,3.0,10.0,300.0,0.04,452.09506036958203,247.82918173679508,3400.0,1044.8388518586,0.08346088914952013,8.068989097956344,15.0
efficient,3.0,10.0,350.0,0.0,452.09506036958203,247.82918173679508,3900.0,2009.5808661000053,0.0603974659243391,9.376483703998716,15.0
efficient,3.0,10.0,350.0,0.01,452.09506036958203,247.82918173679508,3900.0,1582.9168352386585,0.0603974659243391,9.376483703998716,15.0
efficient,3.0,10.0,350.0,0.02,452.09506036958203,247.82918173679508,3900.0,1199.9970947836514,0.0603974659243391,9.376483703998716,15.0
efficient,3.0,10.0,350.0,0.03,452.09506036958203,247.82918173679508,3900.0,855.5029234518407,0.0603974659243391,9.376483703998716,15.0
efficient,3.0,10.0,350.0,0.04,452.09506036958203,247.82918173679508,3900.0,544.8388518585999,0.0603974659243391,9.376483703998716,15.0
efficient,3.0,10.0,400.0,0.0,452.09506036958203,247.82918173679508,4400.0,1509.5808661000049,0.04153109652220845,10.717325033195689,15.0
efficient,3.0,10.0,400.0,0.01,452.09506036958203,247.82918173679508,4400.0,1082.916835238659,0.04153109652220845,10.717325033195689,15.0
efficient,3.0,10.0,400.0,0.02,452.09506036958203,247.82918173679508,4400.0,699.9970947836514,0.04153109652220845,10.717325033195689,15.0
efficient,3.0,10.0,400.0,0.03,452.09506036958203,247.82918173679508,4400.0,355.50292345184056,0.04153109652220845,10.717325033195689,15.0
efficient,3.0,10.0,400.0,0.04,452.09506036958203,247.82918173679508,4400.0,44.83885185860021,0.04153109652220845,10.717325033195689,15.0
efficient,3.0,12.5,100.0,0.0,491.34423834350434,222.44450657532659,1650.0,4772.628257007643,0.2718149380440762,3.4438355004510304,15.0
efficient,3.0,12.5,100.0,0.01,491.34423834350434,222.44450657532659,1650.0,4308.922873673526,0.2718149380440762,3.4438355004510304,15.0
efficient,3.0,12.5,100.0,0.02,491.34423834350434,222.44450657532659,1650.0,3892.759494080855,0.2718149380440762,3.4438355004510304,15.0
efficient,3.0,12.5,100.0,0.03,491.34423834350434,222.44450657532659,1650.0,3518.357645742957,0.2718149380440762,3.4438355004510304,15.0
efficient,3.0,12.5,100.0,0.04,491.34423834350434,222.44450657532659,1650.0,3180.7228980576156,0.2718149380440762,3.4438355004510304,15.0
efficient,3.0,12.5,150.0,0.0,491.34423834350434,222.44450657532659,2275.0,4147.628257007643,0.1831808298241525,4.811566432283857,15.0
efficient,3.0,12.5,150.0,0.01,491.34423834350434,222.44450657532659,2275.0,3683.9228736735263,0.1831808298241525,4.811566432283857,15.0
efficient,3.0,12.5,150.0,0.02,491.34423834350434,222.44450657532659,2275.0,3267.759494080855,0.1831808298241525,4.811566432283857,15.0
efficient,3.0,12.5,150.0,0.03,491.34423834350434,222.44450657532659,2275.0,2893.357645742957,0.1831808298241525,4.811566432283857,15.0
efficient,3.0,12.5,150.0,0.04,491.34423834350434,222.44450657532659,2275.0,2555.7228980576156,0.1831808298241525,4.811566432283857,15.0
efficient,3.0,12.5,200.0,0.0,491.34423834350434,222.44450657532659,2900.0,3522.6282570076432,0.12921015429884608,6.2193332570031705,15.0
