timestamp,day_ahead_eur_kwh,load_kw,ghi_w_m2,dni_w_m2,dhi_w_m2,t_amb_c,wind_m_s
2025-01-01T00:00:00.0,0.006240000000000001,0.20256928995407789,0.0,0.0,0.0,8.5375,7.930000000000001
2025-01-01T00:15:00.0,0.006240000000000001,0.1688129786095434,0.0,0.0,0.0,8.6125,7.97
2025-01-01T00:30:00.0,0.006240000000000001,0.19048276123297792,0.0,0.0,0.0,8.6875,8.01
2025-01-01T00:45:00.0,0.006240000000000001,0.17381227653246692,0.0,0.0,0.0,8.762500000000001,8.05
2025-01-01T01:00:00.0,0.0041600000000000005,0.17034355716895125,0.0,0.0,0.0,8.8375,8.102500000000001
2025-01-01T01:15:00.0,0.0041600000000000005,0.19835210194000896,0.0,0.0,0.0,8.9125,8.1675
2025-01-01T01:30:00.0,0.0041600000000000005,0.1754361886801139,0.0,0.0,0.0,8.9875,8.2325
2025-01-01T01:45:00.0,0.0041600000000000005,0.18883393259345016,0.0,0.0,0.0,9.0625,8.2975
2025-01-01T02:00:00.0,0.00328,0.2024959629020062,0.0,0.0,0.0,9.087499999999999,8.335
2025-01-01T02:15:00.0,0.00328,0.17297845133341738,0.0,0.0,0.0,9.0625,8.344999999999999
2025-01-01T02:30:00.0,0.00328,0.16447653898599177,0.0,0.0,0.0,9.0375,8.355
2025-01-01T02:45:00.0,0.00328,0.18382508475359174,0.0,0.0,0.0,9.0125,8.365
2025-01-01T03:00:00.0,0.00068,0.19090127270006013,0.0,0.0,0.0,8.9875,8.38375
2025-01-01T03:15:00.0,0.00068,0.17371033558609858,0.0,0.0,0.0,8.9625,8.411249999999999
2025-01-01T03:30:00.0,0.00068,0.1938448176923712,0.0,0.0,0.0,8.9375,8.43875
2025-01-01T03:45:00.0,0.00068,0.18980104048717977,0.0,0.0,0.0,8.912500000000001,8.46625
2025-01-01T04:00:00.0,0.0,0.20485527046718435,0.0,0.0,0.0,8.875,8.4725
2025-01-01T04:15:00.0,0.0,0.18027120820881373,0.0,0.0,0.0,8.825,8.4575
2025-01-01T04:30:00.0,0.0,0.19797195949870425,0.0,0.0,0.0,8.775,8.4425
2025-01-01T04:45:00.0,0.0,0.18051071617670406,0.0,0.0,0.0,8.725,8.4275
2025-01-01T05:00:00.0,0.00076,0.22208669520726576,0.0,0.0,0.0,8.6375,8.41375
2025-01-01T05:15:00.0,0.00076,0.2105726856712414,0.0,0.0,0.0,8.5125,8.401250000000001
2025-01-01T05:30:00.0,0.00076,0.262633539639305,0.0,0.0,0.0,8.3875,8.388749999999998
2025-01-01T05:45:00.0,0.00076,0.3587940086286211,0.0,0.0,0.0,8.2625,8.376249999999999
2025-01-01T06:00:00.0,0.00079,0.3759644007090419,0.0,0.0,0.0,8.174999999999999,8.376249999999999
2025-01-01T06:15:00.0,0.00079,0.4838514381984791,0.0,0.0,0.0,8.125,8.388749999999998
2025-01-01T06:30:00.0,0.00079,0.6142745859705107,0.0,0.0,0.0,8.075,8.401250000000001
2025-01-01T06:45:00.0,0.00079,0.8061895774946203,0.0,0.0,0.0,8.025,8.41375
2025-01-01T07:00:00.0,0.00189,0.8326193909761409,0.0,0.0,0.0,7.9875,8.4525
2025-01-01T07:15:00.0,0.00189,0.9833628098067994,0.0,0.0,0.0,7.9625,8.5175
2025-01-01T07:30:00.0,0.00189,0.8387679598450694,0.0,0.0,0.0,7.9375,8.5825
2025-01-01T07:45:00.0,0.00189,0.8362503563443999,0.0,0.0,0.0,7.9125000000000005,8.647499999999999
2025-01-01T08:00:00.0,0.0075,0.8073336529387996,0.5209131380839368,0.0,0.5209131380839368,7.8875,8.723749999999999
2025-01-01T08:15:00.0,0.0075,0.6424836695003591,3.8905555963048295,0.0,3.8905555963048295,7.8625,8.81125
2025-01-01T08:30:00.0,0.0075,0.6879619457550017,7.966299985151264,0.0,7.966299985151264,7.8375,8.89875
2025-01-01T08:45:00.0,0.0075,0.5525751111905671,11.62223128045997,0.0,11.62223128045997,7.8125,8.986249999999998
2025-01-01T09:00:00.0,0.02732,0.4207770829961781,12.475700816314395,0.0,12.475700816314395,7.825,8.97125
2025-01-01T09:15:00.0,0.02732,0.3110814082410794,16.17474945715486,0.0,16.17474945715486,7.875,8.85375
2025-01-01T09:30:00.0,0.02732,0.30382858769205767,19.86584033688675,0.0,19.86584033688675,7.925,8.73625
2025-01-01T09:45:00.0,0.02732,0.26049903250337,23.483709389643995,0.0,23.483709389643995,7.975,8.61875
2025-01-01T10:00:00.0,0.03749,0.24643213506500447,29.28969883508682,0.0,29.28969883508682,8.0625,8.53875
2025-01-01T10:15:00.0,0.03749,0.22200560396377786,31.399849237171395,0.0,31.399849237171395,8.1875,8.49625
2025-01-01T10:30:00.0,0.03749,0.20179872664943446,33.05445819039228,0.0,33.05445819039228,8.3125,8.45375
2025-01-01T10:45:00.0,0.03749,0.1846605078623676,34.2559937373495,0.0,34.2559937373495,8.4375,8.41125
2025-01-01T11:00:00.0,0.0601,0.1637886030991016,35.9844157589304,0.0,35.9844157589304,8.5625,8.47
2025-01-01T11:15:00.0,0.0601,0.15736410548614688,35.62286072999752,0.0,35.62286072999752,8.6875,8.629999999999999
2025-01-01T11:30:00.0,0.0601,0.1627876258549617,34.809467750623405,0.0,34.809467750623405,8.8125,8.79
2025-01-01T11:45:00.0,0.0601,0.20429549541827183,33.58325576044869,0.0,33.58325576044869,8.9375,8.95
2025-01-01T12:00:00.0,0.06332,0.16488897363271013,28.58454951097171,0.0,28.58454951097171,8.95,9.01375
